,FBCLOSE,FBVOLUME,AAPLCLOSE,AAPLVOLUME,AMZNCLOSE,AMZNVOLUME,GOOGLCLOSE,GOOGLVOLUME,NFLXCLOSE,NFLXVOLUME,SP500
4/10/2014,59.16,114988000,523.48,8559000,317.11,6126700,546.69,3294500,334.73,3553000,1833.08
4/9/2014,62.41,100215000,530.32,7363200,331.805,5056600,567.04,3031600,353.03,2930200,1872.18
4/8/2014,58.1901,78836000,523.44,8710300,327.07,6577600,557.51,3482500,348.89,3680200,1851.96
4/7/2014,56.95,108488000,523.47,10351800,317.76,7077400,540.63,3961600,338,5335900,1845.04
4/4/2014,56.749,125214400,531.82,9830400,323,12534600,545.25,5363700,337.31,4994000,1865.09
4/3/2014,59.49,83859000,538.79,5798000,333.62,6399300,571.5,4018300,354.69,3140500,1888.77
4/2/2014,62.72,66277000,542.55,6443600,341.96,4475500,1135.1,4168000,362.88,3456300,1890.9
4/1/2014,62.62,59291000,541.65,7170000,342.99,3600100,1134.89,2181000,364.69,3048400,1885.52
3/31/2014,60.24,53011000,536.74,6023900,336.365,4297500,1114.51,3880700,352.03,3160800,1872.34
3/28/2014,60.01,67052000,536.86,7163000,338.29,3986800,1120.15,4513200,358.87,3528500,1857.62
3/27/2014,60.97,112650000,537.46,7929700,338.47,5766400,1114.28,7636700,364.18,4096000,1849.04
3/26/2014,60.385,97503900,539.78,10706000,343.41,4120700,1131.97,5154800,372.28,3878900,1852.56
3/25/2014,64.89,68786000,544.99,10081900,354.71,4445700,1158.72,4815500,370.84,4336700,1865.62
3/24/2014,64.1,85696000,539.19,12703600,351.85,4873500,1157.93,6068100,378.9,6069100,1857.44
3/21/2014,67.24,59999900,532.87,13358800,360.62,5414100,1183.04,6410500,405.99,3824400,1866.52
3/20/2014,66.97,44439000,528.7,7442800,368.97,2558500,1197.16,3366000,424.27,2070700,1872.01
3/19/2014,68.24,43981000,531.26,8027000,373.23,2646700,1199.25,3222500,420.09,1504500,1860.77
3/18/2014,69.19,40827000,531.4,7487400,378.77,2483500,1211.26,3626300,420.25,2098300,1872.25
3/17/2014,68.7399,52197000,526.74,7126600,375.04,2303000,1192.1,4319800,422.72,1527900,1858.83
3/14/2014,67.72,48227000,524.69,8471400,373.74,4402200,1172.8,4583200,424.49,2141300,1841.13
3/13/2014,68.83,57091000,530.65,9205100,371.51,6829000,1189.06,4686500,430.06,1627200,1846.34
3/12/2014,70.8799,46340500,536.61,7118800,370.64,2216600,1207.3,3924600,436.58,1733500,1868.2
3/11/2014,70.1,59408300,536.09,9972300,368.82,2246100,1199.99,3422500,437.48,1492600,1867.63
3/10/2014,72.03,59871600,530.92,6378000,370.53,2105800,1211.57,2426700,439.95,2205600,1877.17
3/7/2014,69.8,38927000,530.44,7883200,372.06,2279800,1214.79,3027100,448.37,1653400,1878.04
3/6/2014,70.84,46026500,530.75,6624600,372.16,2926600,1219.61,2533600,450.51,1687000,1877.03
3/5/2014,71.57,74567700,532.36,7145100,372.37,3848300,1218.26,2468100,453.5,1552700,1873.81
3/4/2014,68.8,42013500,531.24,9255000,363.9,2704400,1214.91,2932400,454.98,1769700,1873.91
3/3/2014,67.41,56824100,527.76,8527900,359.78,2798300,1202.69,4205300,445.59,1932600,1845.73
2/28/2014,68.46,66783700,526.24,13284600,362.1,3882000,1215.65,4622500,445.63,2250200,1859.45
2/27/2014,68.94,41653700,527.67,10781500,360.13,3104900,1219.21,2517400,452.23,1472100,1854.29
2/26/2014,69.26,55322700,517.35,9864900,359.8,3622100,1220.17,3960400,448.79,2144300,1845.16
2/25/2014,69.85,52077000,522.06,8284000,358.32,3736400,1220,2874500,453.03,2671500,1845.12
2/24/2014,70.78,76620300,527.55,10318200,351.78,3644700,1212.51,3345200,447,3720500,1847.61
2/21/2014,68.59,70932400,525.25,9956600,346.76,4210000,1203.79,3720800,432.23,1926200,1836.25
2/20/2014,69.63,130928900,531.15,10923500,349.8,3492800,1204.11,3398100,434.95,1709300,1839.78
2/19/2014,68.06,62087100,537.37,11206000,347.38,4168100,1202.34,4202900,428.23,2290200,1828.75
2/18/2014,67.3,43809900,545.99,9294700,353.65,4998000,1210.88,4213500,436.85,2215400,1840.76
2/14/2014,67.09,36694900,543.99,9747300,357.35,3520200,1202.8,4369000,435.51,1712200,1838.63
2/13/2014,67.33,61911700,544.43,10978500,357.2,4175000,1199.9,3669100,436.55,2671500,1829.83
2/12/2014,64.45,47282100,535.92,11003600,349.25,6587700,1186.69,3445500,428.93,2239000,1819.26
2/11/2014,64.851,45675600,535.96,10080600,361.79,3222100,1190.18,4097400,433.99,1952500,1819.75
2/10/2014,63.548,43666100,528.99,12341400,360.87,3449700,1172.93,3886500,430.44,1973200,1799.84
2/7/2014,64.32,60704300,519.68,13224300,361.08,4330500,1177.44,5267100,429.98,4703000,1797.02
2/6/2014,62.16,42086500,512.51,9205900,354.59,3335700,1159.96,3889300,407.91,1836000,1773.43
2/5/2014,62.19,51685100,512.59,11726600,346.45,4435400,1143.2,4784200,404.42,2394700,1751.64
2/4/2014,62.75,45985500,508.79,13452900,347.95,4812900,1138.16,5618100,405.91,2580900,1755.2
2/3/2014,61.48,74866600,501.53,14338000,346.15,10280800,1133.43,9129000,404.38,2877900,1741.89
1/31/2014,62.57,87794600,500.6,16599900,358.69,16154800,1180.97,11121400,409.33,3375000,1782.59
1/30/2014,61.08,150178900,499.782,24232200,403.01,10473900,1135.39,10172600,404.67,2625600,1794.19
1/29/2014,53.53,92995600,500.75,17957500,384.2,3382300,1106.92,4755000,400.42,4138300,1774.2
1/28/2014,55.14,48191200,506.5,38054400,394.43,2894500,1123.01,4415900,406.77,6227200,1792.5
1/27/2014,53.55,73924100,550.5,19817100,386.28,3936800,1101.23,8698400,381.23,4646700,1781.56
1/24/2014,54.45,55200700,546.07,15334100,387.6,4458400,1123.83,7777200,386.08,5066700,1790.29
1/23/2014,56.63,47951800,556.18,14401400,399.87,3025400,1160.1,3894300,388.72,13040000,1828.46
1/22/2014,57.51,61352900,551.51,13570900,404.54,2060500,1165.02,3139600,333.73,6906000,1844.86
1/21/2014,58.51,48669200,549.07,11733100,407.05,3122100,1163.7,3955800,328.71,3602900,1843.8
1/17/2014,56.3,40849200,540.67,15240700,399.61,4505100,1150.53,5397100,330.04,2345300,1838.7
1/16/2014,57.19,34541800,554.25,8188500,395.8,2601200,1156.22,3364400,331.68,3019400,1845.89
1/15/2014,57.6,33663400,557.36,13987100,395.87,2678300,1148.62,3896400,330.38,5776000,1848.38
1/14/2014,57.74,37503600,546.39,11877200,397.54,2340100,1149.4,4960200,337.96,2820000,1838.88
1/13/2014,55.91,63010900,535.73,13517600,390.98,2844900,1122.98,4832900,336.81,3891000,1819.2
1/10/2014,57.94,42449500,532.94,10892000,397.66,2679500,1130.18,4282700,332.14,2319700,1842.37
1/9/2014,57.22,92253300,536.519,9969600,401.01,2103000,1130.24,4164800,337.05,2429600,1838.13
1/8/2014,58.23,56682400,543.46,9233200,401.92,2316500,1141.23,4480500,340.99,2857300,1837.49
1/7/2014,57.92,77207400,540.0375,11328900,398.03,1916000,1138.86,5100000,339.5,5166800,1837.88
1/6/2014,57.2,68852600,543.93,14736100,393.63,3170600,1117.32,3535000,359.57,2214500,1826.77
1/3/2014,54.557,38246200,540.98,14016700,396.44,2210200,1105,3330000,363.1,1545300,1831.37
1/2/2014,54.71,43195500,553.13,8381600,397.97,2137800,1113.12,3639100,362.82,1760800,1831.98
12/31/2013,54.649,43076200,561.02,7967300,398.79,1996500,1120.71,2713000,368.17,1502400,1848.36
12/30/2013,53.71,68307000,554.52,9058200,393.37,2487100,1109.46,2469700,366.99,2153600,1841.07
12/27/2013,55.44,60466000,560.09,8067300,398.08,1986900,1118.4,3136200,367.5,2421200,1841.4
12/26/2013,57.73,55101000,563.9,7286000,404.39,1868500,1117.46,2672900,376.93,1752700,1842.02
12/24/2013,57.96,46617800,567.67,5984100,399.2,1380400,1111.84,1466900,378.39,796800,1833.32
12/23/2013,57.77,98297000,570.09,17903800,402.92,2659500,1115.1,3439700,380.58,1803500,1827.99
12/20/2013,55.12,239824000,549.02,15586200,402.2,5033900,1100.62,6516600,375.67,2688200,1818.32
12/19/2013,55.05,89753200,544.46,11439600,395.19,2427200,1086.22,3328000,376.74,1978500,1809.6
12/18/2013,55.57,76003000,550.77,20209400,395.96,3489100,1084.75,4416100,376.24,2840200,1810.65
12/17/2013,54.86,78751000,554.99,8210800,387.65,2343900,1069.86,3068300,374.87,2635500,1781
12/16/2013,53.81,85119000,557.5,10092600,388.97,2251700,1072.98,3200700,366.31,1987300,1786.54
12/13/2013,53.32,82641000,554.43,11886500,384.24,3025000,1060.79,4320400,368.97,2550700,1775.32
12/12/2013,51.83,92723000,560.54,9367500,381.25,2123700,1069.96,3189800,373.33,3045500,1775.5
12/11/2013,49.38,65776000,561.36,12847100,382.19,2451300,1077.29,3420100,363.98,2866700,1782.22
12/10/2013,50.245,68479000,565.55,9938200,387.78,2736800,1084.66,3704000,363.1,2012800,1802.62
12/9/2013,48.84,36056000,566.43,11446200,384.89,2761800,1078.14,2962200,355.67,1674100,1808.37
12/6/2013,47.94,42938000,560.02,12298300,386.95,1984700,1069.87,2854700,354.44,1725100,1805.09
12/5/2013,48.34,43855000,567.901,15985000,384.49,1906500,1057.34,2265100,358.06,1970500,1785.03
12/4/2013,48.62,60890000,565,13493200,385.96,2355300,1058.18,2380800,356.27,2770800,1792.81
12/3/2013,46.73,32086000,566.322,16106000,384.66,3702900,1053.26,3348800,362.94,1914400,1795.15
12/2/2013,47.06,50774000,551.23,16876600,392.3,4714000,1054.48,2743600,363.92,1667900,1800.9
11/29/2013,47.01,22953900,556.07,11361700,393.62,2406000,1059.59,2383200,365.8,1198300,1805.81
11/27/2013,46.49,44993000,545.96,12980300,386.71,2269700,1063.11,2244900,362.49,2404700,1807.23
11/26/2013,45.89,82016000,533.4,14335100,381.37,2724400,1058.41,4568000,355.2,2097600,1802.75
11/25/2013,44.82,82565000,523.74,8189700,376.64,2972300,1045.93,3222700,350.24,1997800,1802.48
11/22/2013,46.23,40545000,519.8,7990200,372.31,2965500,1031.89,2505800,347.85,2028900,1804.76
11/21/2013,46.7,34886000,521.136,9358100,368.92,1964600,1034.07,2181400,348.5,2284200,1795.85
11/20/2013,46.43,53933000,515,6925600,362.57,1771500,1022.31,1925400,339.52,2783100,1781.37
11/19/2013,46.36,75602000,519.55,7462100,364.94,1904800,1025.2,2260900,337.29,2436800,1787.87
11/18/2013,45.83,85910000,518.629,8748000,366.18,2737400,1031.55,3515800,341.77,2892500,1791.53
11/15/2013,49.01,42453000,524.991,11354300,369.17,4491600,1033.56,2550000,349.76,2878900,1798.18
11/14/2013,48.99,75117000,528.16,10086400,367.396,4159800,1035.23,2331000,342.57,2872100,1790.62
11/13/2013,48.71,79245000,520.634,7043600,356.22,2773300,1032.47,3155600,335.284,1709700,1782
11/12/2013,46.605,68196000,520.01,7295600,349.53,2343100,1011.78,2433700,333.73,1747400,1767.69
11/11/2013,46.2,80910000,519.048,8123300,354.378,2261700,1010.59,2222900,337.91,2402200,1771.89
11/8/2013,47.53,70731000,520.56,9975600,350.31,2656900,1016.03,2579000,334.9,2778400,1770.61
11/7/2013,47.56,97128000,512.492,9379300,343.56,4246300,1007.95,3355800,326.86,2858200,1747.15
11/6/2013,49.12,67889000,520.92,7977700,356.18,2282300,1022.75,1823900,335.63,2961900,1770.49
11/5/2013,50.105,76835000,525.449,9471900,358.892,2007100,1021.52,2360400,341.5,2469900,1762.97
11/4/2013,48.22,80371000,526.75,8736700,358.74,1938400,1026.11,2275300,337.6,3131300,1767.93
11/1/2013,49.75,95033000,520.03,9817500,359.002,3331000,1027.04,2564000,329.265,3145800,1761.64
10/31/2013,50.205,248809000,522.702,9846300,364.03,2466800,1030.58,3276700,322.48,2641400,1756.54
10/30/2013,49.01,127073000,524.896,12648700,361.08,4502200,1030.42,2645500,318.14,3091500,1763.31
10/29/2013,49.395,102143000,516.678,22707400,362.7,2185400,1036.24,3206700,327.3,4419500,1771.95
10/28/2013,50.229,73472000,529.876,19658600,358.16,3635800,1015,2315000,314,4894400,1762.11
10/25/2013,51.95,45085000,525.958,12064000,363.39,12036800,1015.2,4056900,328.031,3437500,1759.77
10/24/2013,52.445,46775000,531.91,13741600,332.21,5884700,1025.55,4180000,331.22,4794200,1752.07
10/23/2013,51.9,57207000,524.96,11204400,326.756,2818200,1031.41,5321000,330.24,8339500,1746.38
10/22/2013,52.675,83204000,519.8675,19073700,332.54,3935500,1007,4412700,354.99,25871400,1754.67
10/21/2013,53.85,58235000,521.362,14218100,326.44,2522300,1003.3,7249300,354.99,9298600,1744.66
10/18/2013,54.22,88260000,508.89,10376500,328.931,5969800,1011.41,23109600,333.5,3636400,1744.5
10/17/2013,52.21,71522000,504.5,9056900,310.77,2648400,888.794,8504600,330.1,2753200,1733.15
10/16/2013,51.135,64678000,501.114,8967900,310.49,2170700,898.029,4011100,322.878,2691900,1721.54
10/15/2013,49.5,81167000,498.68,11431200,306.4,2261100,882.01,3180600,321.69,3835500,1698.06
10/14/2013,49.51,68781000,496.04,9353500,310.7,1939100,876.11,2484700,324.36,6522800,1710.14
10/11/2013,49.11,58428000,492.812,9562100,310.889,2163100,871.99,2814900,300.848,2742900,1703.2
10/10/2013,49.05,99774000,489.638,9950100,305.174,2555100,868.24,4506000,303.994,4385000,1692.56
10/9/2013,46.77,147297000,486.588,10775900,298.23,3247400,855.86,5297200,288.43,5992700,1656.4
10/8/2013,47.14,136081000,480.94,10389900,303.23,3166200,853.67,3883500,302.32,4096900,1655.45
10/7/2013,50.515,57204000,487.75,11153300,310.03,2083200,865.74,2584600,318.16,2090700,1676.12
10/4/2013,51.04,74447000,483.03,9245300,319.04,1815000,872.35,2713200,327.26,2402000,1690.5
10/3/2013,49.183,82045000,483.41,11526900,314.76,2674800,876.09,4229700,321.72,3516200,1678.66
10/2/2013,50.28,62834000,489.56,10328000,320.51,2217400,887.99,2987600,330.73,4369100,1693.87
10/1/2013,50.42,98114000,487.96,12638700,320.95,2396400,887.004,3366200,324.62,4241900,1695
9/30/2013,50.23,100095000,476.75,9291300,312.64,1623600,875.91,3441300,309.21,1789800,1681.55
9/27/2013,51.24,81410500,482.75,8144300,316.01,1657500,876.39,2515000,312.4,1185600,1691.75
9/26/2013,50.39,98220100,486.22,8472200,318.12,1989900,878.17,2517200,313.51,1780100,1698.67
9/25/2013,49.46,87879700,481.53,11319900,312.65,2008600,877.23,3294700,307.14,2091300,1692.77
9/24/2013,48.45,136716100,489.1,13012300,314.13,2033600,886.84,2970600,306.49,2682900,1697.42
9/23/2013,47.19,75177000,490.64,27218100,311.49,1884900,886.5,3551200,302.04,4575800,1701.84
9/20/2013,47.49,115508400,467.41,24975100,316.34,5302300,903.11,8681900,313.83,4398800,1709.91
9/19/2013,45.98,63972400,472.3,14447900,312.06,2350900,898.39,3192600,305.498,2492800,1722.34
9/18/2013,45.23,79317000,464.68,16316500,312.034,2946400,903.32,3865500,306.92,1962800,1725.52
9/17/2013,45.07,91934600,455.32,14263600,304.17,2296500,886.11,2516200,299.55,2600100,1704.76
9/16/2013,42.51,70424200,450.12,19418100,296.06,1808400,887.76,2670300,302.16,2007900,1697.6
9/13/2013,44.31,52765300,464.9,10672700,297.92,1350600,889.068,2648100,305.65,2147100,1687.99
9/12/2013,44.75,68072300,472.69,14430400,298.86,1606200,893.064,2188800,301.406,3135400,1683.42
9/11/2013,45.04,72328300,467.71,32096300,299.64,1742600,896.19,3217900,308.3,4277200,1689.13
9/10/2013,43.6,54540300,494.64,26542700,300.36,1778400,888.67,2572600,313.06,5240300,1683.99
9/9/2013,44.04,75794700,506.17,12167400,299.71,1643600,888.054,2466700,294.15,1977200,1671.71
9/6/2013,43.95,117535700,498.22,12840200,295.86,2292000,879.58,3120000,291.54,2528400,1655.17
9/5/2013,42.66,50035400,495.27,8441700,294.1,1816600,879.56,2580000,295.11,2724600,1655.08
9/4/2013,41.78,42581900,498.691,12322600,293.64,2438600,871.634,4078300,292.43,2814500,1653.08
9/3/2013,41.87,48774900,488.58,11854600,288.8,2897600,860.38,4091100,289,2852800,1639.77
8/30/2013,41.294,67735100,487.216,9724900,280.98,1534700,846.9,3719400,283.91,2164200,1632.97
8/29/2013,41.28,58303400,491.7,8559200,283.98,1566400,855.43,2954000,287.85,2722800,1638.17
8/28/2013,40.548,57918200,490.896,10986000,281.58,1457100,848.55,2657100,283.36,2765100,1634.96
8/27/2013,39.64,72695100,488.59,15149600,280.93,2476000,850.15,3464700,276.04,3305500,1630.48
8/26/2013,41.34,94162400,502.97,11820200,286.21,1711700,866.39,2102800,282.72,4431100,1656.78
8/23/2013,40.55,86442300,501.02,7954700,290.01,1961900,870.21,2152000,278.36,3183600,1663.5
8/22/2013,38.55,21931200,502.96,8721700,289.73,1422600,873.71,1738000,269.75,1423100,1656.96
8/21/2013,38.32,46116900,502.36,11995700,284.57,1815300,869.33,3511000,270.37,3036900,1642.8
8/20/2013,38.41,57995200,501.07,12810300,287.09,1586300,865.42,2463500,273.29,4305800,1652.35
8/19/2013,37.81,57609600,507.74,18232800,285.57,2477400,865.65,3618100,259.78,2213900,1646.06
8/16/2013,37.08,45840800,502.33,12939500,284.82,2422500,856.908,3346800,258.87,3050600,1655.83
8/15/2013,36.56,56521100,497.91,17510500,286.47,2261400,859.66,3734600,253.41,2375600,1661.32
8/14/2013,36.65,48423900,498.5,27013300,291.34,1415000,869.81,4160200,261.81,2485700,1685.39
8/13/2013,37.019,65379200,489.57,31497900,293.97,2349900,881.25,2836700,259.19,3134400,1694.16
8/12/2013,38.22,31161000,467.36,13015500,296.69,1504500,885.51,2751200,256.6,2543500,1689.47
8/9/2013,38.5,43532300,454.45,9530900,297.26,1950300,890.41,2644700,252.75,1760400,1691.42
8/8/2013,38.54,41301000,461.01,9134900,295.74,2343400,892.66,2973000,250.4,2114300,1697.48
8/7/2013,38.87,68854800,464.98,10673500,296.91,1961000,890.65,2755600,249.21,2332700,1690.91
8/6/2013,38.55,63950800,465.25,11959200,300.75,1849000,896.57,3009100,255.9,2916200,1697.37
8/5/2013,39.189,79994800,469.45,11387700,300.99,2233200,905,2616700,253.84,3280300,1707.14
8/2/2013,38.05,73058500,462.54,9813700,304.21,2502600,906.57,3424300,246.18,1982800,1709.67
8/1/2013,37.489,106066500,456.676,7366100,305.57,2971700,904.22,4272500,249.12,2019900,1706.87
7/31/2013,36.8,154828700,452.53,11534200,301.22,1891300,887.75,4342600,244.484,1874400,1685.73
7/30/2013,37.627,173582800,453.32,11050800,302.41,3053400,890.92,3507600,243.76,1555800,1685.96
7/29/2013,35.43,124718800,447.79,8859200,306.1,3211800,882.27,3780000,244.96,1887900,1685.33
7/26/2013,34.01,136028900,440.99,7148300,312.01,8817500,885.35,3551800,246.31,2546700,1691.65
7/25/2013,34.359,365457900,438.5,8196200,303.4,5405800,887.7,5996100,246.74,2804900,1690.25
7/24/2013,26.51,82635600,440.51,21140600,298.94,2000500,902.9,4152800,241.3,4772800,1685.94
7/23/2013,26.13,28221600,418.99,13192700,301.06,1999600,903.8,4087300,250.26,10975600,1692.39
7/22/2013,26.045,27526300,426.31,7421300,303.48,2520700,910.7,5800500,261.96,6759100,1695.53
7/19/2013,25.881,46539700,424.95,9597200,305.23,2973100,896.598,14703800,264.576,2588600,1692.09
7/18/2013,26.18,24806900,431.758,7817100,304.11,3063800,910.68,7261700,266.41,2926800,1689.37
7/17/2013,26.65,21518500,430.31,7106800,308.69,2029700,918.55,3009100,267.92,2787200,1680.91
7/16/2013,26.32,30817600,430.195,7733500,306.87,2660200,919.608,3962000,260.48,4765200,1676.26
7/15/2013,26.28,24234000,427.44,8639900,306.57,2245600,924.69,3917000,257.98,2944700,1682.5
7/12/2013,25.91,16537900,426.51,9984400,307.55,4539300,923,5131200,257.261,4891200,1680.19
7/11/2013,25.81,26777400,427.288,11653300,299.66,4007300,920.24,5163200,244.17,3020900,1675.02
7/10/2013,25.8,26721800,420.73,10050200,292.33,1810200,905.99,3413300,243.82,3225500,1652.62
7/9/2013,25.48,30387900,422.35,12592300,291.53,2775600,905.24,3954800,247.382,5072800,1652.32
7/8/2013,24.71,27064600,415.05,10647800,290.59,3046700,905.09,3935000,233.1,3469900,1640.46
7/5/2013,24.37,20229500,417.42,9786600,285.88,1985400,893.49,3400300,225.1,1422500,1631.89
7/3/2013,24.52,10404400,420.8,8604600,284.03,1373000,886.43,2091900,220.91,1232200,1615.41
7/2/2013,24.41,18394100,418.49,16780900,283.73,3238200,882.31,3779200,221.46,2532900,1614.08
7/1/2013,24.81,20582200,409.22,13966200,282.1,2888200,887.88,3446100,224.28,3502500,1614.96
6/28/2013,24.88,96778900,396.53,20661300,277.69,3193300,880.37,4693900,211.09,2797300,1606.28
6/27/2013,24.66,34694100,393.78,12044500,277.55,2519500,877.07,3849100,214.97,2618100,1613.2
6/26/2013,24.16,29890300,398.07,13133000,277.57,3029500,873.65,3659100,212.1,2690600,1603.26
6/25/2013,24.25,24713200,402.63,11220100,272.088,2449600,866.2,5101200,212.9,2988400,1588.03
6/24/2013,23.935,40626000,402.54,17169500,270.61,3863800,869.79,6027700,215.6,2556600,1573.09
6/21/2013,24.53,45833900,413.5,17182800,273.36,4201000,880.93,7956600,216.9,3342600,1592.43
6/20/2013,23.9,42765600,416.838,12761100,273.44,2984000,884.74,6737200,223.52,3016600,1588.19
6/19/2013,24.309,31790600,423,11105000,278.16,2827500,900.68,5825900,232.31,3193300,1628.93
6/18/2013,24.21,36709100,431.77,6965200,281.76,2146100,900.62,4329400,228.83,2496700,1651.81
6/17/2013,24.022,33664500,432,9264800,278.06,2884000,886.25,4288300,229.23,5121600,1639.04
6/14/2013,23.63,30677100,430.05,9709500,273.99,2150800,875.04,4485500,213.99,1785100,1626.73
6/13/2013,23.73,31189300,435.965,10208300,275.79,2649800,877,4135600,215.39,2644500,1636.36
6/12/2013,23.77,26445800,432.19,9472400,271.67,2238900,871.98,4405100,207.64,2729800,1612.52
6/11/2013,24.03,29885900,437.6,10218300,274.78,3097800,879.81,3511600,214.46,2030500,1626.13
6/10/2013,24.33,58393000,438.89,16076900,281.07,3086500,890.22,4670900,220.93,1973200,1642.81
6/7/2013,23.291,38699200,441.811,14447700,276.87,4632600,879.73,5343800,220.22,2185600,1643.38
6/6/2013,22.97,31260700,438.46,14890500,267.83,2476300,864.64,5153000,217.74,3724200,1622.56
6/5/2013,22.899,53819700,445.11,10378200,267.17,3512300,859.7,4209300,223.46,4728000,1608.9
6/4/2013,23.52,34760800,449.31,10454600,265.7,2088600,859.1,3733400,225.31,3286700,1631.38
6/3/2013,23.848,35733800,450.72,13298300,266.88,2543900,867.63,4946400,221.97,3038700,1640.42
5/31/2013,24.348,35925000,449.735,13725100,269.2,3374300,871.218,3934800,226.25,3630900,1630.74
5/30/2013,24.55,60733200,451.58,12625700,266.83,1667500,870.76,4237100,222.66,3441100,1654.41
5/29/2013,23.32,64237800,444.95,11806300,265.53,1903400,868.31,4022700,215.34,4871700,1648.36
5/28/2013,24.1,50079700,441.439,13790900,267.29,3471000,881.27,4510400,214.19,5646500,1660.06
5/24/2013,24.3125,58727900,445.15,9863100,261.74,1696300,873.32,4589000,228.74,1686900,1649.6
5/23/2013,25.06,37663100,442.14,12607900,261.8,2000300,882.79,4545600,226.18,2314000,1650.51
5/22/2013,25.159,45314500,441.354,15822800,262.96,3332000,889.42,5116000,228.56,3109900,1655.35
5/21/2013,25.66,26261300,439.66,16286500,268.86,1741200,906.97,3962000,237.09,1641600,1669.16
5/20/2013,25.759,42402900,442.93,16127800,267.63,2209000,908.53,4540800,239.55,2109400,1666.29
5/17/2013,26.25,29462700,433.26,15282300,269.9,2527300,909.18,5578400,239,2877300,1667.47
5/16/2013,26.13,35499100,434.578,21543000,264.12,1643500,903.87,6412700,237.03,4007600,1650.47
5/15/2013,26.6,30299800,428.85,26486200,266.56,2720500,915.89,7963800,243.4,5147100,1658.78
5/14/2013,27.07,24930300,443.86,15968500,268.33,2700000,887.1,3155400,233.97,5505100,1650.34
5/13/2013,26.82,29068800,454.74,11319600,264.51,2149500,877.53,2894100,229.379,5908200,1633.77
5/10/2013,26.68,30847100,452.97,11959000,263.63,3145300,880.23,3791600,217.694,2692100,1633.7
5/9/2013,27.04,33457200,456.77,14231700,260.16,2769300,871.48,4396700,216.41,5158400,1626.67
5/8/2013,27.12,34654900,463.84,16878500,258.68,2677000,873.63,4931600,208.61,2517600,1632.69
5/7/2013,26.889,41259100,458.658,17276900,257.73,3133700,857.23,3914000,206.25,2439900,1625.96
5/6/2013,27.57,43939400,460.71,17737200,255.72,2347800,861.55,4278300,210.69,4533000,1617.5
5/3/2013,28.311,58506400,449.98,12903600,258.05,3514000,845.72,5020100,213.45,2204500,1614.42
5/2/2013,28.97,104257000,445.52,15065300,252.55,3936200,829.61,4032500,214.49,2618400,1597.59
5/1/2013,27.43,64567600,439.29,18103900,248.23,4391400,820.43,2907000,212.91,2622800,1582.7
4/30/2013,27.769,36245700,442.78,24697800,253.81,4248800,824.57,4608700,216.07,3581600,1597.57
4/29/2013,26.98,29201100,430.12,22868800,249.74,7117000,819.06,4596900,215.013,2969600,1593.61
4/26/2013,26.85,33018000,417.205,27289200,254.81,14030000,801.42,4970400,215.55,3112900,1582.24
4/25/2013,26.14,17150000,408.38,13744200,274.7,6116500,809.1,3980400,213.75,4182000,1585.16
4/24/2013,26.11,19729900,405.462,34630400,268.78,1852800,813.454,3654500,216.72,6699800,1578.79
4/23/2013,25.98,25191500,406.13,23722800,268.9,2270600,807.9,4580000,216.99,16408700,1578.78
4/22/2013,25.97,25687600,398.67,15354300,263.55,2119100,800.114,5761000,174.37,12124300,1562.5
4/19/2013,25.73,20380900,390.53,21759800,260.32,2602500,799.87,11594700,163.37,2880500,1555.25
4/18/2013,25.69,39059000,392.05,23796400,259.42,3137600,765.914,6638300,163.82,3303000,1541.61
4/17/2013,26.625,26440600,402.8,33752000,267.4,3135100,782.56,4069900,169.36,3935100,1552.01
4/16/2013,26.92,27365900,426.24,10920400,272.34,2137200,793.37,3480500,175.85,4244500,1574.57
4/15/2013,26.52,30275400,419.85,11340000,267.72,3326000,781.93,4901200,176.5,6647000,1552.36
4/12/2013,27.4,28697400,429.8,8521900,272.87,2866300,790.05,3270100,173.2,5399700,1588.85
4/11/2013,28.0175,33368500,434.33,11727300,269.85,3090500,790.39,4053300,173.01,4722300,1593.37
4/10/2013,27.57,45949400,435.69,13426000,264.77,2322500,790.18,3953200,166.07,4244200,1587.73
4/9/2013,26.59,21311100,426.98,10950500,261.14,2156600,777.65,4310200,169.36,4863700,1568.61
4/8/2013,26.849,27256000,426.21,10743900,258.95,2295600,774.85,5658500,163.06,4535000,1563.07
4/5/2013,27.39,64566600,423.2,13703400,255.48,2557400,783.05,6860900,164.66,4644700,1553.28
4/4/2013,27.0725,82016800,427.72,12801700,259.08,1964400,795.07,4890300,166.69,4922900,1559.98
4/3/2013,26.25,48195200,431.99,12972000,259.03,2413800,806.202,3473500,169.74,10765400,1553.69
4/2/2013,25.42,35153300,429.792,18911400,263.322,2631100,813.04,4078900,176.69,4611500,1570.25
4/1/2013,25.53,22249300,428.91,13919000,261.61,2524800,801.19,3610900,182.43,3278200,1562.17
3/28/2013,25.58,28585700,442.66,15815700,266.49,2473700,794.188,4571000,189.28,2798300,1569.19
3/27/2013,26.09,52297400,452.08,11829900,265.3,2874900,802.66,4322000,190.24,5782200,1562.85
3/26/2013,25.205,26957200,461.136,10510500,260.31,2421000,812.42,2381400,190.61,6688200,1563.77
3/25/2013,25.131,39199000,463.58,17897700,256.02,2513900,809.64,3420500,180.79,2146400,1551.69
