,FBCLOSE,FBVOLUME,AAPLCLOSE,AAPLVOLUME,AMZNCLOSE,AMZNVOLUME,GOOGLCLOSE,GOOGLVOLUME,NFLXCLOSE,NFLXVOLUME,SP500
1/5/2016,102.73,23258238,102.71,55790992,633.79,5822603,761.53,2260795,107.66,17664562,2016.71
1/4/2016,102.22,37912403,105.35,67649387,636.99,9314519,759.44,3369068,109.96,20794848,2012.66
12/31/2015,104.66,18391064,105.26,40912316,675.89,3749560,778.01,1637561,114.38,9273008,2043.94
12/30/2015,106.22,13115007,107.32,25213777,689.07,3519003,790.3,1428280,116.71,8149686,2063.36
12/29/2015,107.26,17179901,108.74,30931243,693.97,5734996,793.96,1921480,119.12,8159211,2078.36
12/28/2015,105.93,13069733,106.82,26704210,675.2,3783555,782.24,1557755,117.11,8424276,2056.5
12/24/2015,105.02,6512134,108.03,13596680,662.79,1092970,765.84,521141,117.33,3541403,2060.99
12/23/2015,104.63,19599673,108.61,32657354,663.7,2722922,768.51,1529742,118.16,9324333,2064.29
12/22/2015,105.51,14597122,107.23,32789367,663.15,2667795,767.13,1816935,116.24,9689044,2038.97
12/21/2015,104.77,16138786,107.33,47590610,664.51,3250900,760.8,1742368,116.63,11669993,2021.15
12/18/2015,104.04,35994199,106.03,96453327,664.14,6841304,756.85,3389702,118.02,17948060,2005.55
12/17/2015,106.22,21675686,108.98,44772827,670.65,3681645,769.83,1825538,122.51,17284872,2041.89
12/16/2015,106.79,22680547,111.34,56238467,675.77,3964470,776.59,2656010,122.64,13180982,2073.07
12/15/2015,104.55,21764331,110.49,53323105,658.64,4753415,760.09,2469319,118.6,11759993,2043.41
12/14/2015,104.66,24813496,112.48,65003609,657.91,4361273,762.54,2708520,120.67,18735608,2021.94
12/11/2015,102.12,26427727,113.18,46886161,640.15,5474420,750.42,2159164,118.91,16105315,2012.37
12/10/2015,105.42,17454312,116.17,29212727,662.32,3455472,760.04,1622940,122.91,13474119,2052.23
12/9/2015,104.6,23517268,115.62,46361357,664.79,5158172,762.55,2327471,124.2,17788797,2047.62
12/8/2015,106.49,20401791,118.23,34309450,677.33,3651908,775.14,1554121,126.98,18591147,2063.59
12/7/2015,105.61,15474890,118.28,32084249,669.83,3732814,772.99,1831287,125.36,23351610,2077.07
12/4/2015,106.18,21224721,119.03,57776977,672.64,4534796,779.21,2489998,130.93,20250411,2091.69
12/3/2015,104.38,23236485,115.2,41569509,666.25,5064736,768.2,2097494,126.81,26647260,2049.62
12/2/2015,106.07,24429063,116.28,33386563,676.01,4273526,777.85,2343841,128.93,24105712,2079.51
12/1/2015,107.12,22781868,117.34,34852374,679.06,4751152,783.79,2019864,125.37,12550755,2102.63
11/30/2015,104.24,20383179,118.3,39180322,664.8,5693172,762.85,1679349,123.33,13894031,2080.41
11/27/2015,105.45,5913066,117.81,13046445,673.26,1966801,771.97,722320,125.44,6645484,2090.11
11/25/2015,105.41,15150785,118.03,21388308,675.34,2697889,769.26,1180643,124.16,10980677,2088.87
11/24/2015,105.74,23577293,118.88,42803172,671.15,4543417,769.63,2394010,123.31,18335255,2089.14
11/23/2015,106.95,19897220,117.75,32482528,678.99,4385057,776.7,1732400,125.03,15726984,2086.59
11/20/2015,107.32,22129648,119.3,34287096,668.45,3896135,777,2773944,123.84,17977001,2089.17
11/19/2015,106.26,25520599,118.78,43295820,661.27,4705237,759.94,1403913,120.22,19253236,2081.24
11/18/2015,107.77,23836526,117.29,46674697,663.54,4469769,760.01,1813336,120.63,23353565,2083.58
11/17/2015,105.13,26774146,113.69,27583101,643.3,4316843,745.98,1939934,117.1,32971616,2050.44
11/16/2015,104.04,49309167,114.175,38106701,647.81,7435934,750.42,2535198,111.35,19866161,2053.19
11/13/2015,103.95,30278403,112.34,45812403,642.35,6261076,740.07,2409363,103.65,18819418,2023.04
11/12/2015,108.02,20924674,115.72,32525579,665.6,4284678,756.53,1772555,108.92,17568163,2045.97
11/11/2015,109.01,25057099,116.11,45217971,673.25,5387309,765.25,2095922,112.86,11039154,2075
11/10/2015,107.91,25031681,116.77,59127931,659.68,3489483,758.26,1489929,112.7,11166372,2081.72
11/9/2015,106.49,26383540,120.57,33871405,655.49,4048823,754.77,1776861,109.86,16154632,2078.58
11/6/2015,107.095,35084342,121.06,33042283,659.37,4092165,761.6,1677199,114.06,10936608,2099.2
11/5/2015,108.76,63232861,120.92,39552680,655.65,4723825,760.67,2274314,113.5,13814939,2099.93
11/4/2015,103.94,43469308,122,44886050,640.95,4840501,755.31,2091999,114.05,17505023,2102.31
11/3/2015,102.58,21242341,122.57,45518976,625.31,3246910,748.82,1815300,109.74,12484136,2109.79
11/2/2015,103.31,24003944,121.18,32203267,628.35,2816479,747.74,1995708,107.64,11784573,2104.05
10/30/2015,101.97,33487104,119.5,49365254,625.9,3874363,737.39,1999161,108.38,15571468,2079.36
10/29/2015,104.88,20316691,120.53,51227334,626.55,3896026,744.85,1825957,105.12,9841406,2089.41
10/28/2015,104.2,24081515,119.27,85551352,617.1,3926200,736.92,1980154,105.8,13093962,2090.35
10/27/2015,103.7,23795472,114.55,69884400,611.01,3787136,732.82,1938916,103.07,12066402,2065.89
10/26/2015,103.77,25961212,115.28,66333781,608.61,4269715,731.12,2438847,103.04,12234824,2071.18
10/23/2015,102.19,42809661,119.08,59366914,599.03,10692667,719.33,6336319,100.04,18019886,2075.15
10/22/2015,99.67,26392075,115.5,41654089,563.91,7779372,681.14,4431595,97.32,12786768,2052.51
10/21/2015,97.11,22003730,113.76,42326974,555.77,3361655,671.8,1608436,97.96,13759583,2018.94
10/20/2015,97,30881777,113.77,48967763,560.88,4346209,680,2621719,98.99,17345614,2030.77
10/19/2015,98.47,23729924,111.73,29759153,573.15,4375420,699.95,1508585,101.69,29964714,2033.66
10/16/2015,97.54,25412856,111.04,39232609,570.76,4315792,695.32,1815759,98.99,21340511,2033.11
10/15/2015,95.96,27557516,111.86,37673452,562.44,4937034,693.02,2357829,101.09,48484328,2023.86
10/14/2015,94.07,19253351,110.21,44462449,544.83,3582060,680.41,1564582,110.23,33231481,1994.24
10/13/2015,94.12,19480347,111.79,33049256,548.9,2938044,683.17,2122338,109.73,17512118,2003.69
10/12/2015,94.26,18449562,111.6,30467204,550.19,2776103,676.43,1334225,113.45,12624497,2017.46
10/9/2015,93.24,20012911,112.12,52766140,539.8,3537364,671.24,1606178,113.33,22455205,2014.89
10/8/2015,92.47,27290523,109.5,61979577,533.16,4676440,667,1965397,114.93,42831944,2013.43
10/7/2015,92.4,24129277,110.78,46765550,541.94,3812087,670,2217672,108.1,12329535,1995.83
10/6/2015,92.8,22488275,111.31,48856977,537.48,4547519,671.64,2157409,108.33,20836303,1979.92
10/5/2015,94.01,27292517,110.78,52064743,543.68,3391359,671.68,1898012,111.25,21157937,1987.05
10/2/2015,92.07,37881652,110.38,58019758,532.54,4597795,656.99,2439435,106.11,21526717,1951.36
10/1/2015,90.95,29283652,109.58,63929100,520.72,3768483,642,2125315,105.98,17426948,1923.82
9/30/2015,89.9,35159225,109.95,65041596,511.89,3902536,638.37,2549938,103.26,16302867,1920.03
9/29/2015,86.67,42281838,109.06,73365384,496.07,4457532,622.61,2106466,98.35,17405941,1884.09
9/28/2015,89.21,40914897,112.44,50782189,504.06,5370668,624.25,2361393,99.47,16895926,1881.77
9/25/2015,92.77,28961622,114.71,56151926,524.25,4030998,640.15,2423992,102.24,19066632,1931.34
9/24/2015,94.41,29105964,115,50219475,533.75,3500964,654.91,1934639,103.76,21274471,1932.24
9/23/2015,93.97,21701427,114.32,35756716,536.07,2237571,653.29,1457995,98.07,10264540,1938.76
9/22/2015,92.96,36888893,113.4,50346159,538.4,3841748,653.2,2718081,98.47,16717919,1942.74
9/21/2015,95.55,28789973,115.21,50221965,548.39,3283313,666.98,1954667,100.3,17900624,1966.97
9/18/2015,94.4,62299984,113.45,74285291,540.26,6160075,660.92,3627210,102.62,21715034,1958.03
9/17/2015,94.34,27841803,113.92,64112641,538.87,4169484,671.67,2387605,104.21,25817651,1990.2
9/16/2015,93.45,16321193,116.41,37173489,527.39,2252790,665.52,1312598,104.08,28058216,1995.31
9/15/2015,92.9,18859351,116.28,43341155,522.37,2865933,665.07,1777320,99.16,22591084,1978.09
9/14/2015,92.31,20127871,115.31,58363431,521.38,3130241,652.47,1497627,95.69,15545991,1953.03
9/11/2015,92.05,21185049,114.21,49915473,529.44,3227862,655.3,1744615,97.51,17373920,1961.05
9/10/2015,91.98,26437398,112.57,62892831,522.24,2575982,651.08,1392481,99.48,21031866,1952.29
9/9/2015,90.44,32551123,110.15,85010804,516.89,4370657,643.41,2048908,99.18,35524441,1942.04
9/8/2015,89.53,27012543,112.31,54843626,517.54,3810653,643.88,1954648,94.95,43479650,1969.41
9/4/2015,88.26,27328667,109.27,49996311,499,2692510,628.96,2024990,98.79,24211978,1921.22
9/3/2015,88.15,27048198,110.37,53233940,504.72,3149694,637.05,1728562,101.06,29546652,1951.13
9/2/2015,89.89,27190527,112.34,61888812,510.55,3707116,644.91,1881489,105.44,39843254,1948.86
9/1/2015,87.23,36097370,107.72,76845860,496.54,3864514,629.56,2572884,105.79,35977081,1913.85
8/31/2015,89.43,32850666,112.76,56229271,512.89,3002293,647.82,1946844,115.03,17005581,1972.18
8/28/2015,91.01,33215885,113.29,53164407,518.01,2746708,659.69,1941833,117.63,20240237,1988.87
8/27/2015,89.73,42431375,112.92,84616056,518.37,6114506,667.96,2948736,117.66,37056071,1987.66
8/26/2015,87.19,45124302,109.69,96774611,500.77,6358639,659.74,4386985,110.13,36164638,1940.51
8/25/2015,83,52021230,103.74,103601599,466.37,5679329,612.47,3571469,101.52,37620719,1867.61
8/24/2015,82.09,83710727,103.12,162206292,463.37,10097601,618.11,6489430,96.88,59951948,1893.21
8/21/2015,86.06,62778680,105.76,128275471,494.47,6706466,644.03,4593970,103.96,33228296,1970.89
8/20/2015,90.56,44598224,112.65,68501622,515.78,4407990,679.48,2889877,112.49,28045318,2035.73
8/19/2015,95.31,23251271,115.01,48286510,532.92,2324040,694.04,2509697,122.06,10115271,2079.61
8/18/2015,95.17,22278848,116.5,34560708,535.02,2071342,688.73,1385544,124.05,9381994,2096.92
8/17/2015,93.93,18313531,117.16,40884745,535.22,2581680,694.11,1233951,125.36,9233848,2102.44
8/14/2015,94.42,15929656,115.96,42929516,531.52,1994799,689.37,1379855,123.39,8667683,2091.54
8/13/2015,93.43,17451768,115.15,48535789,529.66,2895238,686.51,1817748,123.73,15284397,2083.39
8/12/2015,94.19,27120375,115.24,101685610,525.91,4014684,691.47,2932328,120.51,13881612,2086.05
8/11/2015,93.62,22491031,113.49,97082814,527.46,2676600,690.3,5494011,122.74,11596811,2084.07
8/10/2015,94.15,21624153,119.72,54951597,524,2615926,663.14,1722915,123.03,13424574,2104.18
8/7/2015,94.3,23199145,115.52,38670405,522.62,3969215,664.39,1377152,123.52,17360669,2077.57
8/6/2015,95.12,42271318,115.13,52903040,529.46,3820453,670.15,2032984,126.45,24716746,2083.56
8/5/2015,96.44,29629221,115.4,98384461,537.01,2866861,673.29,1812589,123.71,26831246,2099.84
8/4/2015,94.06,20136036,114.64,124138623,531.9,2934590,661.28,1309410,121.15,29653323,2093.32
8/3/2015,94.14,29343117,118.44,69975968,535.03,3014236,664.72,1567407,112.56,10144817,2098.04
7/31/2015,94.01,46509045,121.3,42884953,536.15,3025598,657.5,1746094,114.31,16349071,2103.84
7/30/2015,95.21,86211323,122.37,33628268,536.76,3743065,664.56,1980345,111.56,14229196,2108.63
7/29/2015,96.99,64648320,122.99,37011653,529,3752634,661.43,1837805,107.08,6695640,2108.57
7/28/2015,95.29,35235993,123.38,33618097,526.03,5273092,659.66,1718193,106.9,11155945,2093.25
7/27/2015,94.17,38585381,122.77,44455540,531.41,7490960,658.27,2919110,106.43,11302624,2067.64
7/24/2015,96.95,33444930,124.5,42162332,529.42,21909381,654.77,4131137,109.34,8125065,2079.65
7/23/2015,95.44,29418833,125.16,50999452,482.18,9374431,674.73,3811598,110.1,8306774,2102.15
7/22/2015,97.04,28299518,125.22,115450607,488.27,3114898,695.1,4154987,111.5,10500548,2114.15
7/21/2015,98.39,39453332,130.75,76756427,488,3181831,695.35,3780230,112.51,14085422,2119.21
7/20/2015,97.91,54860541,132.07,58900203,488.1,4752491,692.84,5121752,110.55,22676913,2128.28
7/17/2015,94.97,54001635,129.62,46164710,483.01,4932176,699.62,12858136,114.77,25136948,2126.64
7/16/2015,90.85,21804086,128.51,36222447,475.48,4095581,601.78,5632054,115.81,63460992,2124.29
7/15/2015,89.76,30886601,126.82,33649200,461.19,2987399,583.96,2073330,98.13,30898594,2107.4
7/14/2015,89.68,26627849,125.61,31768139,465.57,4736215,584.18,3741583,702.6,2819491,2108.95
7/13/2015,90.1,29976670,125.66,41440538,455.57,3956802,571.73,2089641,707.61,4743573,2099.6
7/10/2015,87.95,23245873,123.28,61354474,443.51,2400981,556.11,2171750,680.6,3090942,2076.62
7/9/2015,85.88,23307402,120.07,78595038,434.39,2271395,544.65,1488324,670.09,2390188,2051.31
7/8/2015,85.65,24399340,122.57,60761614,429.7,2383130,541.7,1383065,654.55,1855813,2046.68
7/7/2015,87.22,33059921,125.69,46946811,436.72,3454248,550.03,1679759,658.64,3081896,2081.34
7/6/2015,87.55,24635915,126,28060431,436.04,1903161,545.62,1280687,662,1686912,2068.76
7/2/2015,87.285,16908781,126.44,27210952,437.71,1343397,547.34,1406213,658.31,1579033,2076.78
7/1/2015,86.91,25260045,126.6,30238811,437.39,1987076,543.3,1537973,655.45,2099917,2077.42
6/30/2015,85.765,23233183,125.425,44370682,434.09,2596873,540.04,1725464,656.94,2411494,2063.11
6/29/2015,85.8,35957872,124.53,49161427,429.86,2753193,541.25,1887816,645.62,3510841,2057.64
6/26/2015,88.01,38214647,126.75,44066841,438.1,2624479,553.06,2183753,651.62,4330671,2101.49
6/25/2015,87.98,27301967,127.5,31938100,440.1,2237458,557.95,1335270,664.24,5946172,2102.31
6/24/2015,88.86,41370227,128.11,55280855,440.84,2620827,558.57,1446156,678.61,11019828,2108.58
6/23/2015,87.88,50667853,127.03,30268863,445.99,3245049,563.39,1569808,681.19,2232348,2124.2
6/22/2015,84.74,29383079,127.61,34039345,436.29,1823572,559.68,1737569,674.9,2390415,2122.85
6/19/2015,82.51,23353194,126.6,54716887,434.92,4495087,557.52,2964489,657.1,2830686,2109.99
6/18/2015,82.905,26782573,127.88,35407220,439.39,3378360,556.18,2059603,663.2,1280446,2121.24
6/17/2015,81.79,18350287,127.3,32918071,427.81,2185869,546.6,1222049,659.9,1415017,2100.44
6/16/2015,81.06,13693666,127.6,31494131,427.26,2297469,544.87,1626349,666.91,2291860,2096.29
6/15/2015,80.71,18805087,126.92,43988946,423.67,2050987,543,1357481,654.02,2721993,2084.43
6/12/2015,81.53,11417882,127.17,36886246,429.92,2054385,547.47,1273383,660.93,1468403,2094.11
6/11/2015,81.83,18656811,128.59,35390887,432.97,2922459,550.04,1293560,665.66,3803341,2108.86
6/10/2015,82.16,21531208,128.88,39087250,430.77,2172333,552.6,1515805,671.1,8160197,2105.2
6/9/2015,80.67,16497538,127.42,56075420,425.48,2288663,542.16,1500846,647.15,3146440,2080.15
6/8/2015,80.67,16915471,127.8,52674786,423.5,2172525,543.48,1366816,627.23,1592702,2079.28
6/5/2015,82.14,16143093,128.65,35626800,426.95,1907855,549.53,1219841,633.22,1660621,2092.83
6/4/2015,82.05,20863877,129.36,38450118,430.78,2510761,551.69,1343317,625.44,1439197,2095.84
6/3/2015,82.44,31774993,130.12,30983542,436.59,2727914,555.29,1335479,621.66,891142,2114.07
6/2/2015,80.445,18923300,129.96,33667627,430.99,1669845,553.95,1592828,623.91,1075561,2109.6
6/1/2015,80.29,18119012,130.535,32112797,430.92,2253264,549.21,1660500,623.02,1417976,2111.73
5/29/2015,79.19,16134580,130.28,50884452,429.23,3016060,545.32,2172282,624.06,1816002,2107.39
5/28/2015,80.145,11982008,131.78,30733309,426.57,1912436,554.18,1177318,626.55,1117363,2120.79
5/27/2015,80.55,14160865,132.045,45833246,431.42,2231088,554.25,1742237,629,1500916,2123.48
5/26/2015,79.335,16321339,129.62,70697560,425.47,2244185,547.19,1873709,615.95,1377960,2104.2
5/22/2015,80.54,19567937,132.54,45595972,427.63,2020629,554.52,1213288,621.87,1066577,2126.06
5/21/2015,80.48,13402749,131.39,39730364,431.63,4121401,556.81,1708512,623.02,1823860,2130.82
5/20/2015,80.55,23056899,130.06,36454932,423.86,2196159,552.51,1541962,621.53,1822447,2125.85
5/19/2015,80.63,17955389,130.07,44633240,421.71,2465240,549.28,2356274,616.48,2728758,2127.83
5/18/2015,80.88,21613674,130.19,50882918,425.24,2390229,546.67,1335256,617.87,2115992,2129.2
5/15/2015,80.42,27069884,128.77,38208034,426,4240306,546.49,1671977,613.25,5293287,2122.73
5/14/2015,81.37,49437996,128.95,45203456,432.28,1888477,549.2,1586833,586.85,1271237,2121.1
5/13/2015,78.44,21512309,126.01,34694235,426.87,1996328,539.49,1211920,580.11,1593675,2098.48
5/12/2015,77.46,21285310,125.865,48160032,431.02,1947822,538.73,1764123,583.64,1700996,2099.12
5/11/2015,78.01,18874054,126.32,42035757,432.85,2393737,545.78,1092923,589.945,3411769,2105.33
5/8/2015,78.51,19943595,127.62,55550382,433.69,2908838,548.95,1411264,574.6,1975464,2116.1
5/7/2015,78.425,19749428,125.26,43940895,426.88,2766132,542.04,1592220,565.24,1460085,2088
5/6/2015,78.1,28663026,125.01,72141010,419.1,2552474,535.08,1951728,560.54,1643501,2080.15
5/5/2015,77.56,22311318,125.8,49271416,421.19,2856386,543.045,1426417,565.55,3873755,2089.46
5/4/2015,78.81,14691991,128.7,50988278,423.04,2270448,552.84,1762952,554.9,1138155,2114.49
5/1/2015,78.99,24136358,128.95,58512638,422.87,3565824,551.16,1828566,557.03,1272298,2108.29
4/30/2015,78.77,28999005,125.15,83195423,421.78,3647877,548.77,2362024,556.5,1509322,2085.51
4/29/2015,80.465,26430258,128.64,63386083,429.37,3621688,561.39,1681064,562.85,1362924,2106.85
4/28/2015,80.68,23775344,130.56,118923970,429.31,4140483,564.37,1859787,563.06,1260925,2114.76
4/27/2015,81.91,25446032,132.65,96954207,438.56,5430949,566.12,2403105,566.08,2178143,2108.92
4/24/2015,81.53,29660356,130.28,44525905,445.1,17176904,573.66,4608403,558.395,1577891,2117.69
4/23/2015,82.41,73728080,129.67,45770902,389.99,7979985,557.46,3909155,559.06,1812469,2112.93
4/22/2015,84.63,45547963,128.62,37654505,389.8,3474724,549.18,1590320,557.68,1727073,2107.96
4/21/2015,83.62,27171852,126.91,32435057,391.18,4643524,542.925,1456387,560.44,2275082,2097.29
4/20/2015,83.09,28796761,127.6,47054310,389.51,5016148,544.53,1926064,567.39,4395200,2100.4
4/17/2015,80.775,24214983,124.75,51957046,375.56,3839664,532.74,2461698,571.55,8329481,2081.18
4/16/2015,82.31,13769687,126.17,28368987,386.04,2080418,543.52,1586088,562.05,14928678,2104.99
4/15/2015,82.705,22390943,126.78,28970419,383.45,1933229,541.04,2348087,475.46,6075517,2106.63
4/14/2015,83.515,19634173,126.3,25524593,385.11,2583575,539.78,2360329,478.71,4091734,2095.84
4/13/2015,83.01,26883094,126.85,36365123,382.36,1894453,548.64,1466277,474.68,6348135,2092.43
4/10/2015,82.04,12529738,127.1,40187953,382.65,2573519,548.54,1305219,454.57,3195299,2102.06
4/9/2015,82.17,15927281,126.56,32483974,383.54,2392328,548.02,1618299,439.5,1922220,2091.18
4/8/2015,82.275,18966732,125.6,37329243,381.2,2636434,548.84,1419316,441.35,3189671,2081.9
4/7/2015,82.32,17467042,126.01,35012268,374.41,1954902,544.86,1365916,423.46,1425388,2076.33
4/6/2015,82.44,19062934,127.35,37193975,377.04,3050709,543.95,1685894,422.31,1532904,2080.62
4/2/2015,81.555,19664053,125.32,32220131,372.25,1875279,541.31,2388019,414.08,1409173,2066.96
4/1/2015,81.665,22058167,124.25,40621437,370.255,2458095,549.49,1945090,413.12,2091392,2059.69
3/31/2015,82.215,19734277,124.43,42090553,372.1,2506122,554.7,1746622,416.69,2035515,2067.89
3/30/2015,83.195,24527686,126.37,47099670,374.59,1820933,561.135,1239350,422.57,1896054,2086.24
3/27/2015,83.3,18372582,123.25,39546151,370.56,2609774,557.55,1727629,414.77,2264562,2061.02
3/26/2015,83.01,32794800,124.24,47572869,367.35,2929962,563.64,2492141,418.26,2291255,2056.15
3/25/2015,82.92,37436147,123.38,51655177,370.96,3429497,567,2653451,421.75,3093198,2061.05
3/24/2015,85.31,32576522,126.69,32842304,374.09,2228214,577.54,3957844,438.28,2412678,2091.5
3/23/2015,84.43,27357333,127.21,37709674,375.11,2239343,565.37,1511686,425,1094872,2104.42
3/20/2015,83.8,44466323,125.9,68695136,378.49,3763553,564.95,2216038,428.295,1948834,2108.1
3/19/2015,82.75,42099523,127.495,45809490,373.24,1915671,563.67,1232969,425.21,1635689,2089.27
3/18/2015,80.91,36912446,128.47,65270945,375.135,2654135,566.16,1766221,423.12,2090705,2099.5
3/17/2015,79.365,22169969,127.04,51023104,371.92,2036961,557.61,1444560,418.52,2632590,2074.28
3/16/2015,78.07,19305406,124.95,35874300,373.35,2354059,561.64,1842754,421.97,3828017,2081.19
3/13/2015,78.05,18557296,123.59,51827283,370.58,2611658,553,1771354,438.4,1451571,2053.4
3/12/2015,78.93,16093319,124.45,48362719,374.24,2810001,561.17,1780057,448.32,2093521,2065.95
