fips,state,county,population,vaccinationRate,cases,deaths,Region
13179,GA,Liberty County,61435,0.295,7903,135,Southeast
13181,GA,Lincoln County,7921,0.459,1291,33,Southeast
13183,GA,Long County,19559,0.204,1836,29,Southeast
13185,GA,Lowndes County,117406,0.361,22498,329,Southeast
13187,GA,Lumpkin County,33610,0.354,5328,111,Southeast
13189,GA,McDuffie County,21312,0.444,3828,79,Southeast
13191,GA,McIntosh County,14378,0.407,1766,33,Southeast
13193,GA,Macon County,12947,0.433,1493,46,Southeast
13195,GA,Madison County,29880,0.436,5321,85,Southeast
13197,GA,Marion County,8359,0.409,1034,41,Southeast
13199,GA,Meriwether County,21167,0.413,3376,121,Southeast
13201,GA,Miller County,5718,0.551,1294,24,Southeast
13205,GA,Mitchell County,21863,0.474,3634,102,Southeast
13207,GA,Monroe County,27578,0.434,4577,154,Southeast
13209,GA,Montgomery County,9172,0.368,1576,45,Southeast
13211,GA,Morgan County,19276,0.452,3699,52,Southeast
13213,GA,Murray County,40096,0.365,8151,151,Southeast
13215,GA,Muscogee County,195769,0.408,26670,677,Southeast
13217,GA,Newton County,111744,0.418,19215,373,Southeast
13219,GA,Oconee County,40280,0.582,6417,82,Southeast
13221,GA,Oglethorpe County,15259,0.425,2416,44,Southeast
13223,GA,Paulding County,168667,0.373,29736,354,Southeast
13225,GA,Peach County,27546,0.45,4494,115,Southeast
13227,GA,Pickens County,32591,0.43,6196,126,Southeast
13229,GA,Pierce County,19465,0.335,4433,107,Southeast
13231,GA,Pike County,18962,0.33,4142,74,Southeast
13233,GA,Polk County,42613,0.389,9153,164,Southeast
13235,GA,Pulaski County,11137,0.376,1597,68,Southeast
13237,GA,Putnam County,22119,0.436,3538,89,Southeast
13239,GA,Quitman County,2299,0.345,265,4,Southeast
13241,GA,Rabun County,17137,0.468,2772,78,Southeast
13243,GA,Randolph County,6778,0.474,1060,44,Southeast
13245,GA,Richmond County,202518,0.407,38075,764,Southeast
13247,GA,Rockdale County,90896,0.503,13934,264,Southeast
13249,GA,Schley County,5257,0.35,754,8,Southeast
13251,GA,Screven County,13966,0.479,1882,62,Southeast
13253,GA,Seminole County,8090,0.464,1594,26,Southeast
13255,GA,Spalding County,66703,0.406,12044,341,Southeast
13257,GA,Stephens County,25925,0.417,5023,124,Southeast
13259,GA,Stewart County,6621,0.317,1652,30,Southeast
13261,GA,Sumter County,29524,0.515,4689,145,Southeast
13263,GA,Talbot County,6195,0.485,833,30,Southeast
13265,GA,Taliaferro County,1537,0.483,172,3,Southeast
13267,GA,Tattnall County,25286,0.332,3946,117,Southeast
13269,GA,Taylor County,8020,0.456,1390,42,Southeast
13271,GA,Telfair County,15860,0.285,2361,75,Southeast
13273,GA,Terrell County,8531,0.588,1327,58,Southeast
13275,GA,Thomas County,44451,0.488,8136,185,Southeast
13277,GA,Tift County,40644,0.406,8738,188,Southeast
13279,GA,Toombs County,26830,0.417,5617,177,Southeast
13281,GA,Towns County,12037,0.504,1874,88,Southeast
13283,GA,Treutlen County,6901,0.345,1278,55,Southeast
13285,GA,Troup County,69922,0.37,12201,327,Southeast
13287,GA,Turner County,7985,0.502,1856,50,Southeast
13289,GA,Twiggs County,8120,0.55,1181,62,Southeast
13291,GA,Union County,24511,0.469,3797,132,Southeast
13293,GA,Upson County,26320,0.454,5977,192,Southeast
13295,GA,Walker County,69761,0.32,12560,176,Southeast
13297,GA,Walton County,94593,0.412,17145,361,Southeast
13299,GA,Ware County,35734,0.382,7743,251,Southeast
13301,GA,Warren County,5254,0.481,814,26,Southeast
13303,GA,Washington County,20374,0.439,3347,126,Southeast
13305,GA,Wayne County,29927,0.372,5984,180,Southeast
13307,GA,Webster County,2607,0.447,297,7,Southeast
13309,GA,Wheeler County,7855,0.259,1012,36,Southeast
13311,GA,White County,30798,0.366,5149,135,Southeast
13313,GA,Whitfield County,104628,0.425,24304,362,Southeast
13315,GA,Wilcox County,8635,0.373,1359,62,Southeast
13317,GA,Wilkes County,9777,0.464,1647,39,Southeast
13319,GA,Wilkinson County,8954,0.504,1600,47,Southeast
13321,GA,Worth County,20247,0.421,3277,96,Southeast
15001,HI,Hawaii County,201513,0.598,13117,152,Far west
15003,HI,Honolulu County,974563,0.664,80084,803,Far west
15007,HI,Kauai County,72293,0.62,3969,18,Far west
15009,HI,Maui County,167417,0.563,12405,106,Far west
16001,ID,Ada County,481587,,89225,865,Rocky Mountain
16003,ID,Adams County,4294,,568,14,Rocky Mountain
16005,ID,Bannock County,87808,,14698,216,Rocky Mountain
16007,ID,Bear Lake County,6125,,772,15,Rocky Mountain
16009,ID,Benewah County,9298,,1766,30,Rocky Mountain
16011,ID,Bingham County,46811,,7419,136,Rocky Mountain
16013,ID,Blaine County,23021,,3540,27,Rocky Mountain
16015,ID,Boise County,7831,,839,11,Rocky Mountain
16017,ID,Bonner County,45739,,6745,146,Rocky Mountain
16019,ID,Bonneville County,119062,,22500,246,Rocky Mountain
16021,ID,Boundary County,12245,,1743,50,Rocky Mountain
16023,ID,Butte County,2597,,389,7,Rocky Mountain
16025,ID,Camas County,1106,,109,1,Rocky Mountain
16027,ID,Canyon County,229849,,45084,606,Rocky Mountain
16029,ID,Caribou County,7155,,1091,24,Rocky Mountain
16031,ID,Cassia County,24030,,4066,45,Rocky Mountain
16033,ID,Clark County,845,,93,0,Rocky Mountain
16035,ID,Clearwater County,8756,,1760,28,Rocky Mountain
16037,ID,Custer County,4315,,415,6,Rocky Mountain
16039,ID,Elmore County,27511,,4508,53,Rocky Mountain
16041,ID,Franklin County,13876,,1833,27,Rocky Mountain
16043,ID,Fremont County,13099,,1749,19,Rocky Mountain
16045,ID,Gem County,18112,,2971,72,Rocky Mountain
16047,ID,Gooding County,15179,,2431,44,Rocky Mountain
16049,ID,Idaho County,16667,,2400,42,Rocky Mountain
16051,ID,Jefferson County,29871,,4610,53,Rocky Mountain
16053,ID,Jerome County,24412,,4494,57,Rocky Mountain
16055,ID,Kootenai County,165697,,32238,490,Rocky Mountain
16057,ID,Latah County,40108,,4882,41,Rocky Mountain
16059,ID,Lemhi County,8027,,1017,23,Rocky Mountain
16061,ID,Lewis County,3838,,857,23,Rocky Mountain
16063,ID,Lincoln County,5366,,780,14,Rocky Mountain
16065,ID,Madison County,39907,,9362,42,Rocky Mountain
16067,ID,Minidoka County,21039,,3313,53,Rocky Mountain
16069,ID,Nez Perce County,40408,,6612,113,Rocky Mountain
16071,ID,Oneida County,4531,,612,10,Rocky Mountain
16073,ID,Owyhee County,11823,,1752,42,Rocky Mountain
16075,ID,Payette County,23951,,4346,74,Rocky Mountain
16077,ID,Power County,7681,,1143,17,Rocky Mountain
16079,ID,Shoshone County,12882,,2212,67,Rocky Mountain
16081,ID,Teton County,12142,,1867,8,Rocky Mountain
16083,ID,Twin Falls County,86878,,17042,246,Rocky Mountain
16085,ID,Valley County,11392,,1640,13,Rocky Mountain
16087,ID,Washington County,10194,,1949,47,Rocky Mountain
17001,IL,Adams County,65435,0.508,16257,198,Great Lakes
17003,IL,Alexander County,5761,0.286,890,13,Great Lakes
17005,IL,Bond County,16426,0.514,3049,34,Great Lakes
17007,IL,Boone County,53544,0.574,10014,103,Great Lakes
17009,IL,Brown County,6578,0.496,1216,19,Great Lakes
17011,IL,Bureau County,32628,0.538,5716,120,Great Lakes
17013,IL,Calhoun County,4739,0.437,985,7,Great Lakes
17015,IL,Carroll County,14305,0.599,3001,42,Great Lakes
17017,IL,Cass County,12147,0.569,3127,40,Great Lakes
17019,IL,Champaign County,209689,0.613,37529,231,Great Lakes
17021,IL,Christian County,32304,0.454,6771,107,Great Lakes
17023,IL,Clark County,15441,0.458,3287,54,Great Lakes
17025,IL,Clay County,13184,0.368,3403,62,Great Lakes
17027,IL,Clinton County,37562,0.541,8266,117,Great Lakes
17029,IL,Coles County,50621,0.433,9733,148,Great Lakes
17031,IL,Cook County,5150233,0.671,821472,12541,Great Lakes
17033,IL,Crawford County,18667,0.468,3875,51,Great Lakes
17035,IL,Cumberland County,10766,0.371,2349,42,Great Lakes
17037,IL,DeKalb County,104897,0.532,16011,161,Great Lakes
17039,IL,De Witt County,15638,0.502,2937,39,Great Lakes
17041,IL,Douglas County,19465,0.456,4150,44,Great Lakes
17043,IL,DuPage County,922921,0.729,142738,1530,Great Lakes
17045,IL,Edgar County,17161,0.455,3475,72,Great Lakes
17047,IL,Edwards County,6395,0.374,1259,22,Great Lakes
17049,IL,Effingham County,34008,0.462,7946,124,Great Lakes
17051,IL,Fayette County,21336,0.337,5161,76,Great Lakes
17053,IL,Ford County,12961,0.538,3105,67,Great Lakes
17055,IL,Franklin County,38469,0.427,8545,142,Great Lakes
17057,IL,Fulton County,34340,0.545,6713,101,Great Lakes
17059,IL,Gallatin County,4828,0.509,917,11,Great Lakes
17061,IL,Greene County,12969,0.383,2577,53,Great Lakes
17063,IL,Grundy County,51054,0.539,9736,105,Great Lakes
17065,IL,Hamilton County,8116,0.348,1540,28,Great Lakes
17067,IL,Hancock County,17708,0.455,3376,46,Great Lakes
17069,IL,Hardin County,3821,0.38,758,16,Great Lakes
17071,IL,Henderson County,6646,0.407,886,24,Great Lakes
17073,IL,Henry County,48913,0.56,8612,124,Great Lakes
17075,IL,Iroquois County,27114,0.475,5420,92,Great Lakes
17077,IL,Jackson County,56750,0.495,9483,112,Great Lakes
17079,IL,Jasper County,9610,0.402,1948,23,Great Lakes
17081,IL,Jefferson County,37684,0.436,7536,151,Great Lakes
17083,IL,Jersey County,21773,0.529,4306,76,Great Lakes
17085,IL,Jo Daviess County,21235,0.745,2891,35,Great Lakes
17087,IL,Johnson County,12417,0.487,2720,40,Great Lakes
17089,IL,Kane County,532403,0.624,86289,1000,Great Lakes
17091,IL,Kankakee County,109862,0.485,22538,300,Great Lakes
17093,IL,Kendall County,128990,0.636,21819,136,Great Lakes
17095,IL,Knox County,49699,0.555,8838,215,Great Lakes
17097,IL,Lake County,696535,0.733,101282,1218,Great Lakes
17099,IL,LaSalle County,108669,0.548,19108,376,Great Lakes
17101,IL,Lawrence County,15678,0.398,3886,47,Great Lakes
17103,IL,Lee County,34096,0.566,5935,108,Great Lakes
17105,IL,Livingston County,35648,0.484,7317,127,Great Lakes
17107,IL,Logan County,28618,0.518,6221,91,Great Lakes
17109,IL,McDonough County,29682,0.459,4742,84,Great Lakes
17111,IL,McHenry County,307774,0.631,46910,393,Great Lakes
17113,IL,McLean County,171517,0.605,30224,279,Great Lakes
17115,IL,Macon County,104009,0.503,19699,284,Great Lakes
17117,IL,Macoupin County,44926,0.521,8541,150,Great Lakes
17119,IL,Madison County,262966,0.58,48340,723,Great Lakes
17121,IL,Marion County,37205,0.427,8394,171,Great Lakes
17123,IL,Marshall County,11438,0.538,1927,26,Great Lakes
17125,IL,Mason County,13359,0.509,2704,54,Great Lakes
17127,IL,Massac County,13772,0.379,2631,61,Great Lakes
17129,IL,Menard County,12196,0.541,2268,19,Great Lakes
17131,IL,Mercer County,15437,0.557,2776,38,Great Lakes
17133,IL,Monroe County,34637,0.584,6365,108,Great Lakes
17135,IL,Montgomery County,28414,0.488,6169,91,Great Lakes
17137,IL,Morgan County,33658,0.521,6034,125,Great Lakes
17139,IL,Moultrie County,14501,0.41,2946,47,Great Lakes
17141,IL,Ogle County,50643,0.546,10004,118,Great Lakes
17143,IL,Peoria County,179179,0.58,34463,447,Great Lakes
17145,IL,Perry County,20916,0.477,4871,91,Great Lakes
17147,IL,Piatt County,16344,0.576,2956,22,Great Lakes
17149,IL,Pike County,15561,0.388,3630,61,Great Lakes
17151,IL,Pope County,4177,0.317,694,7,Great Lakes
17153,IL,Pulaski County,5335,0.378,1197,15,Great Lakes
17155,IL,Putnam County,5739,0.542,787,8,Great Lakes
17157,IL,Randolph County,31782,0.498,6333,113,Great Lakes
17159,IL,Richland County,15513,0.447,3483,76,Great Lakes
17161,IL,Rock Island County,141879,0.556,24040,449,Great Lakes
17163,IL,St. Clair County,259686,0.591,48021,681,Great Lakes
17165,IL,Saline County,23491,0.455,5024,90,Great Lakes
17167,IL,Sangamon County,194672,0.616,33475,351,Great Lakes
17169,IL,Schuyler County,6768,0.487,1310,26,Great Lakes
17171,IL,Scott County,4951,0.396,911,8,Great Lakes
17173,IL,Shelby County,21634,0.397,4420,59,Great Lakes
17175,IL,Stark County,5342,0.5,1018,29,Great Lakes
17177,IL,Stephenson County,44498,0.572,8279,143,Great Lakes
17179,IL,Tazewell County,131803,0.564,26836,416,Great Lakes
17181,IL,Union County,16653,0.533,3614,56,Great Lakes
17183,IL,Vermilion County,75758,0.433,18999,258,Great Lakes
17185,IL,Wabash County,11520,0.456,2437,22,Great Lakes
17187,IL,Warren County,16844,0.469,2978,75,Great Lakes
17189,IL,Washington County,13887,0.551,2453,36,Great Lakes
17191,IL,Wayne County,16215,0.377,3582,67,Great Lakes
17193,IL,White County,13537,0.474,3133,44,Great Lakes
17195,IL,Whiteside County,55175,0.55,10602,238,Great Lakes
17197,IL,Will County,690743,0.631,119193,1314,Great Lakes
17199,IL,Williamson County,66597,0.524,14352,213,Great Lakes
17201,IL,Winnebago County,282572,0.544,53922,692,Great Lakes
17203,IL,Woodford County,38459,0.523,7452,111,Great Lakes
18001,IN,Adams County,35777,0.317,5987,94,Great Lakes
18003,IN,Allen County,379299,0.499,75061,985,Great Lakes
18005,IN,Bartholomew County,83779,0.563,14569,208,Great Lakes
18007,IN,Benton County,8748,0.4,1871,20,Great Lakes
18009,IN,Blackford County,11758,0.438,2444,52,Great Lakes
18011,IN,Boone County,67843,0.675,11056,137,Great Lakes
18013,IN,Brown County,15092,0.481,1976,52,Great Lakes
18015,IN,Carroll County,20257,0.328,3279,47,Great Lakes
18017,IN,Cass County,37689,0.431,8894,141,Great Lakes
18019,IN,Clark County,118302,0.574,21919,310,Great Lakes
18021,IN,Clay County,26225,0.533,5082,68,Great Lakes
18023,IN,Clinton County,32399,0.455,6965,92,Great Lakes
18025,IN,Crawford County,10577,0.358,1842,31,Great Lakes
18027,IN,Daviess County,33351,0.317,5495,125,Great Lakes
18029,IN,Dearborn County,49458,0.584,9855,115,Great Lakes
18031,IN,Decatur County,26559,0.46,5216,118,Great Lakes
18033,IN,DeKalb County,43475,0.407,8840,125,Great Lakes
18035,IN,Delaware County,114135,0.462,18594,348,Great Lakes
18037,IN,Dubois County,42736,0.548,9402,150,Great Lakes
18039,IN,Elkhart County,206341,0.405,43635,620,Great Lakes
18041,IN,Fayette County,23102,0.375,5296,115,Great Lakes
18043,IN,Floyd County,78522,0.546,13116,249,Great Lakes
18045,IN,Fountain County,16346,0.442,4206,76,Great Lakes
18047,IN,Franklin County,22758,0.358,3309,53,Great Lakes
18049,IN,Fulton County,19974,0.382,3943,85,Great Lakes
18051,IN,Gibson County,33659,0.446,7779,125,Great Lakes
18053,IN,Grant County,65769,0.4,13709,282,Great Lakes
18055,IN,Greene County,31922,0.39,5212,112,Great Lakes
18057,IN,Hamilton County,338011,0.681,57908,539,Great Lakes
18059,IN,Hancock County,78168,0.647,15058,203,Great Lakes
18061,IN,Harrison County,40515,0.485,7655,110,Great Lakes
18063,IN,Hendricks County,170311,0.685,29233,440,Great Lakes
18065,IN,Henry County,47972,0.499,10047,187,Great Lakes
18067,IN,Howard County,82544,0.451,18477,356,Great Lakes
18069,IN,Huntington County,36520,0.482,8591,126,Great Lakes
18071,IN,Jackson County,44231,0.505,8684,101,Great Lakes
18073,IN,Jasper County,33562,0.447,7014,110,Great Lakes
18075,IN,Jay County,20436,0.367,3702,62,Great Lakes
18077,IN,Jefferson County,32308,0.532,6754,116,Great Lakes
18079,IN,Jennings County,27735,0.382,5039,75,Great Lakes
18081,IN,Johnson County,158167,0.558,30873,508,Great Lakes
18083,IN,Knox County,36594,0.474,7708,121,Great Lakes
18085,IN,Kosciusko County,79456,0.389,15858,185,Great Lakes
18087,IN,LaGrange County,39614,0.218,4705,95,Great Lakes
18089,IN,Lake County,485493,0.53,84637,1406,Great Lakes
18091,IN,LaPorte County,109888,0.532,19369,286,Great Lakes
18093,IN,Lawrence County,45370,0.472,8852,208,Great Lakes
18095,IN,Madison County,129569,0.498,23854,519,Great Lakes
18097,IN,Marion County,964582,0.525,163143,2445,Great Lakes
18099,IN,Marshall County,46258,0.426,10086,167,Great Lakes
18101,IN,Martin County,10255,0.474,1624,21,Great Lakes
18103,IN,Miami County,35516,0.398,7196,126,Great Lakes
18105,IN,Monroe County,148431,0.566,18212,236,Great Lakes
18107,IN,Montgomery County,38338,0.437,7940,134,Great Lakes
18109,IN,Morgan County,70489,0.513,11617,219,Great Lakes
18111,IN,Newton County,13984,0.302,2036,58,Great Lakes
18113,IN,Noble County,47744,0.369,10208,140,Great Lakes
18115,IN,Ohio County,5875,0.723,1000,15,Great Lakes
18117,IN,Orange County,19646,0.532,3660,82,Great Lakes
18119,IN,Owen County,20799,0.408,3967,87,Great Lakes
18121,IN,Parke County,16937,0.38,2713,36,Great Lakes
18123,IN,Perry County,19169,0.543,3226,59,Great Lakes
18125,IN,Pike County,12389,0.552,2776,46,Great Lakes
18127,IN,Porter County,170389,0.541,29159,441,Great Lakes
18129,IN,Posey County,25427,0.455,4463,46,Great Lakes
18131,IN,Pulaski County,12353,0.428,2363,70,Great Lakes
18133,IN,Putnam County,37576,0.408,7059,93,Great Lakes
18135,IN,Randolph County,24665,0.431,4497,119,Great Lakes
18137,IN,Ripley County,28324,0.458,6276,103,Great Lakes
18139,IN,Rush County,16581,0.449,3536,36,Great Lakes
18141,IN,St. Joseph County,271826,0.556,55466,721,Great Lakes
18143,IN,Scott County,23873,0.421,5514,85,Great Lakes
18145,IN,Shelby County,44729,0.549,10620,156,Great Lakes
18147,IN,Spencer County,20277,0.426,3944,56,Great Lakes
18149,IN,Starke County,22995,0.35,4000,82,Great Lakes
18151,IN,Steuben County,34594,0.455,7452,100,Great Lakes
18153,IN,Sullivan County,20669,0.474,3776,60,Great Lakes
18155,IN,Switzerland County,10751,0.296,1654,14,Great Lakes
18157,IN,Tippecanoe County,195732,0.55,34574,309,Great Lakes
18159,IN,Tipton County,15148,0.434,2731,72,Great Lakes
18161,IN,Union County,7054,0.472,1441,19,Great Lakes
18163,IN,Vanderburgh County,181451,0.55,37846,527,Great Lakes
18165,IN,Vermillion County,15498,0.448,3101,61,Great Lakes
18167,IN,Vigo County,107038,0.479,20959,333,Great Lakes
18169,IN,Wabash County,30996,0.397,6870,131,Great Lakes
18171,IN,Warren County,8265,0.434,1538,22,Great Lakes
18173,IN,Warrick County,62998,0.601,13390,209,Great Lakes
18175,IN,Washington County,28036,0.386,4254,61,Great Lakes
18177,IN,Wayne County,65884,0.469,13727,289,Great Lakes
18179,IN,Wells County,28296,0.398,5329,120,Great Lakes
18181,IN,White County,24102,0.519,5313,75,Great Lakes
18183,IN,Whitley County,33964,0.455,7343,68,Great Lakes
19001,IA,Adair County,7152,0.474,1330,44,Plains
19003,IA,Adams County,3602,0.538,640,11,Plains
19005,IA,Allamakee County,13687,0.51,2320,57,Plains
19007,IA,Appanoose County,12426,0.451,2288,59,Plains
19009,IA,Audubon County,5496,0.567,846,18,Plains
19011,IA,Benton County,25645,0.556,4626,63,Plains
19013,IA,Black Hawk County,131228,0.575,24357,399,Plains
19015,IA,Boone County,26234,0.614,4322,44,Plains
19017,IA,Bremer County,25062,0.575,4373,74,Plains
19019,IA,Buchanan County,21175,0.514,3521,44,Plains
19021,IA,Buena Vista County,19620,0.641,5165,49,Plains
19023,IA,Butler County,14439,0.553,2574,48,Plains
19025,IA,Calhoun County,9668,0.571,2102,20,Plains
19027,IA,Carroll County,20165,0.595,3907,57,Plains
19029,IA,Cass County,12836,0.56,2484,72,Plains
19031,IA,Cedar County,18627,0.577,2996,27,Plains
19033,IA,Cerro Gordo County,42450,0.605,8858,137,Plains
19035,IA,Cherokee County,11235,0.51,2324,50,Plains
19037,IA,Chickasaw County,11933,0.523,2074,24,Plains
19039,IA,Clarke County,9395,0.523,1781,31,Plains
19041,IA,Clay County,16016,0.5,3124,38,Plains
19043,IA,Clayton County,17549,0.463,2783,64,Plains
19045,IA,Clinton County,46429,0.52,9014,121,Plains
19047,IA,Crawford County,16820,0.514,3729,49,Plains
19049,IA,Dallas County,93453,0.634,16925,120,Plains
19051,IA,Davis County,9000,0.352,1359,26,Plains
19053,IA,Decatur County,7870,0.388,1155,17,Plains
19055,IA,Delaware County,17011,0.521,3303,61,Plains
19057,IA,Des Moines County,38967,0.49,7472,110,Plains
19059,IA,Dickinson County,17258,0.558,3383,60,Plains
19061,IA,Dubuque County,97311,0.619,20646,263,Plains
19063,IA,Emmet County,9208,0.498,1943,47,Plains
19065,IA,Fayette County,19650,0.524,3152,57,Plains
19067,IA,Floyd County,15642,0.51,2785,54,Plains
19069,IA,Franklin County,10070,0.514,2003,35,Plains
19071,IA,Fremont County,6960,0.492,1063,17,Plains
19073,IA,Greene County,8888,0.562,1355,18,Plains
19075,IA,Grundy County,12232,0.594,2006,37,Plains
19077,IA,Guthrie County,10689,0.563,1835,40,Plains
19079,IA,Hamilton County,14773,0.603,2776,60,Plains
19081,IA,Hancock County,10630,0.476,2389,42,Plains
19083,IA,Hardin County,16846,0.54,3159,55,Plains
19085,IA,Harrison County,14049,0.495,2679,83,Plains
19087,IA,Henry County,19954,0.515,4492,57,Plains
19089,IA,Howard County,9158,0.497,1661,24,Plains
19091,IA,Humboldt County,9558,0.48,2110,33,Plains
19093,IA,Ida County,6860,0.474,1435,42,Plains
19095,IA,Iowa County,16184,0.605,2594,36,Plains
19097,IA,Jackson County,19439,0.509,3705,52,Plains
19099,IA,Jasper County,37185,0.561,6855,91,Plains
19101,IA,Jefferson County,18295,0.462,2555,44,Plains
19103,IA,Johnson County,151140,0.698,22358,116,Plains
19105,IA,Jones County,20681,0.563,4442,67,Plains
19107,IA,Keokuk County,10246,0.448,1636,42,Plains
19109,IA,Kossuth County,14813,0.501,3226,80,Plains
19111,IA,Lee County,33657,0.486,6387,109,Plains
19113,IA,Linn County,226706,0.638,37160,447,Plains
19115,IA,Louisa County,11035,0.501,1991,54,Plains
19117,IA,Lucas County,8600,0.439,1367,29,Plains
19119,IA,Lyon County,11755,0.392,2229,44,Plains
19121,IA,Madison County,16338,0.518,2558,25,Plains
19123,IA,Mahaska County,22095,0.42,4032,69,Plains
19125,IA,Marion County,33253,0.509,6090,103,Plains
19127,IA,Marshall County,39369,0.621,7148,94,Plains
19129,IA,Mills County,15109,0.513,2496,30,Plains
19131,IA,Mitchell County,10586,0.47,1986,47,Plains
19133,IA,Monona County,8615,0.52,1339,41,Plains
19135,IA,Monroe County,7707,0.443,1541,43,Plains
19137,IA,Montgomery County,9917,0.537,1713,48,Plains
19139,IA,Muscatine County,42664,0.581,7277,119,Plains
19141,IA,O'Brien County,13753,0.487,2688,67,Plains
19143,IA,Osceola County,5958,0.437,1124,18,Plains
19145,IA,Page County,15107,0.509,2887,39,Plains
19147,IA,Palo Alto County,8886,0.489,1634,32,Plains
19149,IA,Plymouth County,25177,0.501,5196,90,Plains
19151,IA,Pocahontas County,6619,0.506,1294,25,Plains
19153,IA,Polk County,490161,0.642,89063,857,Plains
19155,IA,Pottawattamie County,93206,0.542,17680,249,Plains
19157,IA,Poweshiek County,18504,0.568,2698,47,Plains
19159,IA,Ringgold County,4894,0.503,868,31,Plains
19161,IA,Sac County,9721,0.509,1867,28,Plains
19163,IA,Scott County,172943,0.57,30853,310,Plains
19165,IA,Shelby County,11454,0.569,2174,44,Plains
19167,IA,Sioux County,34855,0.4,6520,78,Plains
19169,IA,Story County,97117,0.608,14785,64,Plains
19171,IA,Tama County,16854,0.597,3066,80,Plains
19173,IA,Taylor County,6121,0.452,1072,20,Plains
19175,IA,Union County,12241,0.493,2207,44,Plains
19177,IA,Van Buren County,7044,0.406,1077,24,Plains
19179,IA,Wapello County,34969,0.474,7106,157,Plains
19181,IA,Warren County,51466,0.574,9377,112,Plains
19183,IA,Washington County,21965,0.546,4312,68,Plains
19185,IA,Wayne County,6441,0.402,974,26,Plains
19187,IA,Webster County,35904,0.549,8096,128,Plains
19189,IA,Winnebago County,10354,0.504,2432,41,Plains
19191,IA,Winneshiek County,19991,0.6,3021,45,Plains
19193,IA,Woodbury County,103107,0.535,21817,282,Plains
19195,IA,Worth County,7381,0.5,1329,10,Plains
19197,IA,Wright County,12562,0.551,2924,54,Plains
20001,KS,Allen County,12369,0.426,2691,26,Plains
20003,KS,Anderson County,7858,0.409,1414,23,Plains
20005,KS,Atchison County,16073,0.434,2978,27,Plains
20007,KS,Barber County,4427,0.451,691,7,Plains
20009,KS,Barton County,25779,0.409,4732,71,Plains
20011,KS,Bourbon County,14534,0.351,2947,44,Plains
20013,KS,Brown County,9564,0.571,2030,42,Plains
20015,KS,Butler County,66911,0.452,12935,146,Plains
20017,KS,Chase County,2648,0.432,468,6,Plains
20019,KS,Chautauqua County,3250,0.393,643,15,Plains
20021,KS,Cherokee County,19939,0.432,4076,78,Plains
20023,KS,Cheyenne County,2657,0.432,513,14,Plains
20025,KS,Clark County,1994,0.442,380,7,Plains
20027,KS,Clay County,8002,0.551,1435,31,Plains
20029,KS,Cloud County,8786,0.456,1822,32,Plains
20031,KS,Coffey County,8179,0.508,1649,33,Plains
20033,KS,Comanche County,1700,0.441,360,13,Plains
20035,KS,Cowley County,34908,0.454,6985,134,Plains
20037,KS,Crawford County,38818,0.45,7876,117,Plains
20039,KS,Decatur County,2827,0.388,526,16,Plains
20041,KS,Dickinson County,18466,0.506,3527,63,Plains
20043,KS,Doniphan County,7600,0.458,1775,29,Plains
20045,KS,Douglas County,122259,0.585,14853,111,Plains
20047,KS,Edwards County,2798,0.463,480,13,Plains
20049,KS,Elk County,2530,0.323,388,7,Plains
20051,KS,Ellis County,28553,0.472,5210,77,Plains
20053,KS,Ellsworth County,6102,0.526,1602,31,Plains
20055,KS,Finney County,36467,0.429,8669,99,Plains
20057,KS,Ford County,33619,0.412,7851,101,Plains
20059,KS,Franklin County,25544,0.485,4773,67,Plains
20061,KS,Geary County,31670,0.626,5435,62,Plains
20063,KS,Gove County,2636,0.46,625,23,Plains
20065,KS,Graham County,2482,0.693,390,12,Plains
20067,KS,Grant County,7150,0.443,1602,33,Plains
20069,KS,Gray County,5988,0.428,972,23,Plains
20071,KS,Greeley County,1232,0.496,235,3,Plains
20073,KS,Greenwood County,5982,0.473,1195,18,Plains
20075,KS,Hamilton County,2539,0.387,353,3,Plains
20077,KS,Harper County,5436,0.449,1292,25,Plains
20079,KS,Harvey County,34429,0.441,6383,105,Plains
20081,KS,Haskell County,3968,0.369,715,9,Plains
20083,KS,Hodgeman County,1794,0.431,296,10,Plains
20085,KS,Jackson County,13171,0.603,2672,21,Plains
20087,KS,Jefferson County,19043,0.516,3238,53,Plains
20089,KS,Jewell County,2879,0.447,627,11,Plains
20091,KS,Johnson County,602401,0.707,92698,1005,Plains
20093,KS,Kearny County,3838,0.504,994,17,Plains
20095,KS,Kingman County,7152,0.453,1449,24,Plains
20097,KS,Kiowa County,2475,0.486,467,7,Plains
20099,KS,Labette County,19618,0.471,4390,66,Plains
20101,KS,Lane County,1535,0.401,224,10,Plains
20103,KS,Leavenworth County,81758,0.571,12255,148,Plains
20105,KS,Lincoln County,2962,0.422,448,7,Plains
20107,KS,Linn County,9703,0.338,1938,22,Plains
20109,KS,Logan County,2794,0.452,614,9,Plains
20111,KS,Lyon County,33195,0.545,6591,99,Plains
20113,KS,McPherson County,28542,0.533,5566,101,Plains
20115,KS,Marion County,11884,0.466,2226,35,Plains
20117,KS,Marshall County,9707,0.616,1972,37,Plains
20119,KS,Meade County,4033,0.385,829,15,Plains
20121,KS,Miami County,34237,0.455,5360,74,Plains
20123,KS,Mitchell County,5979,0.513,931,17,Plains
20125,KS,Montgomery County,31829,0.435,6135,127,Plains
