fips,state,county,population,vaccinationRate,cases,deaths,Region
48029,TX,Bexar County,2003554,0.604,336246,5341,Southwest
48031,TX,Blanco County,11931,0.497,1389,28,Southwest
48033,TX,Borden County,654,0.309,47,2,Southwest
48035,TX,Bosque County,18685,0.434,2591,59,Southwest
48037,TX,Bowie County,93245,0.337,13565,351,Southwest
48039,TX,Brazoria County,374264,0.553,66632,869,Southwest
48041,TX,Brazos County,229211,0.49,40712,368,Southwest
48043,TX,Brewster County,9203,0.525,1115,24,Southwest
48045,TX,Briscoe County,1546,0.394,262,7,Southwest
48047,TX,Brooks County,7093,0.608,1155,47,Southwest
48049,TX,Brown County,37864,0.4,7537,196,Southwest
48051,TX,Burleson County,18443,0.454,3390,61,Southwest
48053,TX,Burnet County,48155,0.499,7846,134,Southwest
48055,TX,Caldwell County,43664,0.517,8919,158,Southwest
48057,TX,Calhoun County,21290,0.508,3798,39,Southwest
48059,TX,Callahan County,13943,0.358,2006,59,Southwest
48061,TX,Cameron County,423163,0.727,68329,2027,Southwest
48063,TX,Camp County,13094,0.39,2204,68,Southwest
48065,TX,Carson County,5926,0.33,932,29,Southwest
48067,TX,Cass County,30026,0.328,4790,162,Southwest
48069,TX,Castro County,7530,0.391,1483,41,Southwest
48071,TX,Chambers County,43837,0.46,9285,102,Southwest
48073,TX,Cherokee County,52646,0.379,6951,229,Southwest
48075,TX,Childress County,7306,0.466,1869,23,Southwest
48077,TX,Clay County,10471,0.411,1644,26,Southwest
48079,TX,Cochran County,2853,0.37,524,20,Southwest
48081,TX,Coke County,3387,0.366,712,18,Southwest
48083,TX,Coleman County,8175,0.365,1244,59,Southwest
48085,TX,Collin County,1034730,0.639,138969,1217,Southwest
48087,TX,Collingsworth County,2920,0.303,474,11,Southwest
48089,TX,Colorado County,21493,0.498,2724,56,Southwest
48091,TX,Comal County,156209,0.579,21406,484,Southwest
48093,TX,Comanche County,13635,0.434,2426,67,Southwest
48095,TX,Concho County,2726,0.453,793,10,Southwest
48097,TX,Cooke County,41257,0.357,5394,109,Southwest
48099,TX,Coryell County,75951,0.387,11088,169,Southwest
48101,TX,Cottle County,1398,0.365,257,9,Southwest
48103,TX,Crane County,4797,0.338,1002,19,Southwest
48105,TX,Crockett County,3464,0.438,808,17,Southwest
48107,TX,Crosby County,5737,0.429,1132,41,Southwest
48109,TX,Culberson County,2171,0.515,418,11,Southwest
48111,TX,Dallam County,7287,0.392,1425,32,Southwest
48113,TX,Dallas County,2635516,0.56,427143,5765,Southwest
48115,TX,Dawson County,12728,0.325,2291,82,Southwest
48117,TX,Deaf Smith County,18546,0.398,3732,100,Southwest
48119,TX,Delta County,5331,0.321,736,22,Southwest
48121,TX,Denton County,887207,0.59,116830,1088,Southwest
48123,TX,DeWitt County,20160,0.434,3049,86,Southwest
48125,TX,Dickens County,2211,0.309,280,15,Southwest
48127,TX,Dimmit County,10124,0.658,3814,47,Southwest
48129,TX,Donley County,3278,0.353,729,18,Southwest
48131,TX,Duval County,11157,0.602,2034,61,Southwest
48133,TX,Eastland County,18360,0.342,2346,90,Southwest
48135,TX,Ector County,166223,0.396,28114,571,Southwest
48137,TX,Edwards County,1932,0.375,310,9,Southwest
48139,TX,Ellis County,184826,0.5,35546,491,Southwest
48141,TX,El Paso County,839238,0.689,167363,3136,Southwest
48143,TX,Erath County,42698,0.354,6616,109,Southwest
48145,TX,Falls County,17297,0.43,2651,52,Southwest
48147,TX,Fannin County,35514,0.387,5233,154,Southwest
48149,TX,Fayette County,25346,0.496,3746,95,Southwest
48151,TX,Fisher County,3830,0.35,457,19,Southwest
48153,TX,Floyd County,5712,0.415,1320,40,Southwest
48155,TX,Foard County,1155,0.416,189,10,Southwest
48157,TX,Fort Bend County,811688,0.676,114766,1061,Southwest
48159,TX,Franklin County,10725,0.351,1460,37,Southwest
48161,TX,Freestone County,19717,0.376,2846,73,Southwest
48163,TX,Frio County,20306,0.573,3963,78,Southwest
48165,TX,Gaines County,21492,0.204,2212,68,Southwest
48167,TX,Galveston County,342139,0.573,69471,729,Southwest
48169,TX,Garza County,6229,0.493,767,25,Southwest
48171,TX,Gillespie County,26988,0.525,3696,84,Southwest
48173,TX,Glasscock County,1409,0.407,163,3,Southwest
48175,TX,Goliad County,7658,0.41,681,28,Southwest
48177,TX,Gonzales County,20837,0.482,3409,88,Southwest
48179,TX,Gray County,21886,0.371,4372,95,Southwest
48181,TX,Grayson County,136212,0.412,17115,530,Southwest
48183,TX,Gregg County,123945,0.445,19691,587,Southwest
48185,TX,Grimes County,28880,0.511,5533,110,Southwest
48187,TX,Guadalupe County,166847,0.517,24254,348,Southwest
48189,TX,Hale County,33406,0.39,8368,203,Southwest
48191,TX,Hall County,2964,0.406,647,15,Southwest
48193,TX,Hamilton County,8461,0.478,1388,29,Southwest
48195,TX,Hansford County,5399,0.397,1277,27,Southwest
48197,TX,Hardeman County,3933,0.437,463,14,Southwest
48199,TX,Hardin County,57602,0.361,10652,215,Southwest
48201,TX,Harris County,4713325,0.591,629322,9740,Southwest
48203,TX,Harrison County,66553,0.375,9526,189,Southwest
48205,TX,Hartley County,5576,0.457,1000,2,Southwest
48207,TX,Haskell County,5658,0.361,686,37,Southwest
48209,TX,Hays County,230191,0.588,37439,414,Southwest
48211,TX,Hemphill County,3819,0.407,817,3,Southwest
48213,TX,Henderson County,82737,0.381,10251,354,Southwest
48215,TX,Hidalgo County,868707,0.686,120675,3528,Southwest
48217,TX,Hill County,36649,0.384,6042,174,Southwest
48219,TX,Hockley County,23021,0.41,4668,141,Southwest
48221,TX,Hood County,61643,0.465,10261,216,Southwest
48223,TX,Hopkins County,37084,0.381,6407,153,Southwest
48225,TX,Houston County,22968,0.402,3005,90,Southwest
48227,TX,Howard County,36664,0.331,5992,152,Southwest
48229,TX,Hudspeth County,4886,0.648,631,14,Southwest
48231,TX,Hunt County,98594,0.403,11567,317,Southwest
48233,TX,Hutchinson County,20938,0.327,4407,108,Southwest
48235,TX,Irion County,1536,0.413,211,2,Southwest
48237,TX,Jack County,8935,0.374,1068,22,Southwest
48239,TX,Jackson County,14760,0.427,2732,52,Southwest
48241,TX,Jasper County,35529,0.353,4252,165,Southwest
48243,TX,Jeff Davis County,2274,0.501,213,6,Southwest
48245,TX,Jefferson County,251565,0.467,33485,736,Southwest
48247,TX,Jim Hogg County,5200,0.547,954,20,Southwest
48249,TX,Jim Wells County,40482,0.532,7436,183,Southwest
48251,TX,Johnson County,175817,0.431,30603,592,Southwest
48253,TX,Jones County,20083,0.416,3392,79,Southwest
48255,TX,Karnes County,15601,0.518,4140,58,Southwest
48257,TX,Kaufman County,136154,0.49,25329,453,Southwest
48259,TX,Kendall County,47431,0.592,5439,102,Southwest
48261,TX,Kenedy County,404,0.527,61,2,Southwest
48263,TX,Kent County,762,0.352,155,3,Southwest
48265,TX,Kerr County,52600,0.461,7216,142,Southwest
48267,TX,Kimble County,4337,0.409,459,11,Southwest
48269,TX,King County,272,0.162,27,0,Southwest
48271,TX,Kinney County,3667,0.463,510,10,Southwest
48273,TX,Kleberg County,30680,0.587,4446,133,Southwest
48275,TX,Knox County,3664,0.374,390,22,Southwest
48277,TX,Lamar County,49859,0.369,9208,221,Southwest
48279,TX,Lamb County,12893,0.398,3150,99,Southwest
48281,TX,Lampasas County,21428,0.43,3685,71,Southwest
48283,TX,La Salle County,7520,0.605,1457,41,Southwest
48285,TX,Lavaca County,20154,0.426,3031,100,Southwest
48287,TX,Lee County,17239,0.447,3057,54,Southwest
48289,TX,Leon County,17404,0.375,2558,75,Southwest
48291,TX,Liberty County,88219,0.413,13606,364,Southwest
48293,TX,Limestone County,23437,0.371,3761,111,Southwest
48295,TX,Lipscomb County,3233,0.283,496,12,Southwest
48297,TX,Live Oak County,12207,0.32,1767,38,Southwest
48299,TX,Llano County,21795,0.495,2853,84,Southwest
48301,TX,Loving County,169,0.183,22,0,Southwest
48303,TX,Lubbock County,310569,0.453,71724,1099,Southwest
48305,TX,Lynn County,5951,0.378,946,29,Southwest
48307,TX,McCulloch County,7984,0.371,980,40,Southwest
48309,TX,McLennan County,256623,0.483,44547,770,Southwest
48311,TX,McMullen County,743,0.427,119,8,Southwest
48313,TX,Madison County,14284,0.399,2613,46,Southwest
48315,TX,Marion County,9854,0.393,1227,55,Southwest
48317,TX,Martin County,5771,0.29,913,24,Southwest
48319,TX,Mason County,4274,0.475,589,8,Southwest
48321,TX,Matagorda County,36643,0.449,6310,162,Southwest
48323,TX,Maverick County,58722,0.779,13346,416,Southwest
48325,TX,Medina County,51584,0.517,7209,173,Southwest
48327,TX,Menard County,2138,0.507,359,11,Southwest
48329,TX,Midland County,176832,0.402,30298,411,Southwest
48331,TX,Milam County,24823,0.434,3892,91,Southwest
48333,TX,Mills County,4873,0.402,965,28,Southwest
48335,TX,Mitchell County,8545,0.348,1041,43,Southwest
48337,TX,Montague County,19818,0.339,3288,99,Southwest
48339,TX,Montgomery County,607391,0.529,95280,1135,Southwest
48341,TX,Moore County,20940,0.414,3803,93,Southwest
48343,TX,Morris County,12388,0.415,1775,58,Southwest
48345,TX,Motley County,1200,0.264,181,9,Southwest
48347,TX,Nacogdoches County,65204,0.425,8261,239,Southwest
48349,TX,Navarro County,50113,0.438,9247,195,Southwest
48351,TX,Newton County,13595,0.237,987,54,Southwest
48353,TX,Nolan County,14714,0.416,2561,85,Southwest
48355,TX,Nueces County,362294,0.542,63764,1312,Southwest
48357,TX,Ochiltree County,9836,0.364,1708,39,Southwest
48359,TX,Oldham County,2112,0.344,408,6,Southwest
48361,TX,Orange County,83396,0.343,14085,306,Southwest
48363,TX,Palo Pinto County,29189,0.362,5048,130,Southwest
48365,TX,Panola County,23194,0.344,3096,111,Southwest
48367,TX,Parker County,142878,0.434,25807,356,Southwest
48369,TX,Parmer County,9605,0.381,1681,44,Southwest
48371,TX,Pecos County,15823,0.558,2411,58,Southwest
48373,TX,Polk County,51353,0.408,6084,220,Southwest
48375,TX,Potter County,117415,0.412,27044,608,Southwest
48377,TX,Presidio County,6704,0.868,933,30,Southwest
48379,TX,Rains County,12514,0.35,1677,49,Southwest
48381,TX,Randall County,137713,0.427,28224,407,Southwest
48383,TX,Reagan County,3849,0.393,648,10,Southwest
48385,TX,Real County,3452,0.46,581,21,Southwest
48387,TX,Red River County,12023,0.381,1534,57,Southwest
48389,TX,Reeves County,15976,0.493,3835,60,Southwest
48391,TX,Refugio County,6948,0.516,1217,31,Southwest
48393,TX,Roberts County,854,0.289,120,1,Southwest
48395,TX,Robertson County,17074,0.429,3031,68,Southwest
48397,TX,Rockwall County,104915,0.552,18559,228,Southwest
48399,TX,Runnels County,10264,0.432,1786,56,Southwest
48401,TX,Rusk County,54406,0.376,8428,191,Southwest
48403,TX,Sabine County,10542,0.35,986,77,Southwest
48405,TX,San Augustine County,8237,0.409,904,38,Southwest
48407,TX,San Jacinto County,28859,0.322,3123,83,Southwest
48409,TX,San Patricio County,66730,0.534,7323,301,Southwest
48411,TX,San Saba County,6055,0.347,1009,29,Southwest
48413,TX,Schleicher County,2793,0.447,379,9,Southwest
48415,TX,Scurry County,16703,0.46,3688,92,Southwest
48417,TX,Shackelford County,3265,0.347,573,9,Southwest
48419,TX,Shelby County,25274,0.35,3077,114,Southwest
48421,TX,Sherman County,3022,0.312,318,16,Southwest
48423,TX,Smith County,232751,0.44,38011,837,Southwest
48425,TX,Somervell County,9128,0.421,1561,26,Southwest
48427,TX,Starr County,64633,0.757,12092,337,Southwest
48429,TX,Stephens County,9366,0.342,1321,37,Southwest
48431,TX,Sterling County,1291,0.375,187,5,Southwest
48433,TX,Stonewall County,1350,0.413,245,6,Southwest
48435,TX,Sutton County,3776,0.415,655,11,Southwest
48437,TX,Swisher County,7397,0.378,1557,25,Southwest
48439,TX,Tarrant County,2102515,0.534,387796,5023,Southwest
48441,TX,Taylor County,138034,0.435,24733,618,Southwest
48443,TX,Terrell County,776,0.501,111,3,Southwest
48445,TX,Terry County,12337,0.398,2451,73,Southwest
48447,TX,Throckmorton County,1501,0.39,143,7,Southwest
48449,TX,Titus County,32750,0.384,6163,105,Southwest
48451,TX,Tom Green County,119200,0.456,26732,395,Southwest
48453,TX,Travis County,1273954,0.663,133466,1500,Southwest
48455,TX,Trinity County,14651,0.401,1728,64,Southwest
48457,TX,Tyler County,21672,0.351,2586,73,Southwest
48459,TX,Upshur County,41753,0.327,6069,158,Southwest
48461,TX,Upton County,3657,0.399,666,15,Southwest
48463,TX,Uvalde County,26741,0.503,6551,120,Southwest
48465,TX,Val Verde County,49025,0.629,10866,258,Southwest
48467,TX,Van Zandt County,56590,0.358,8445,233,Southwest
48469,TX,Victoria County,92084,0.47,13266,357,Southwest
48471,TX,Walker County,72971,0.464,12419,189,Southwest
48473,TX,Waller County,55246,0.406,7060,87,Southwest
48475,TX,Ward County,11998,0.351,2092,35,Southwest
48477,TX,Washington County,35882,0.492,6093,135,Southwest
48479,TX,Webb County,276652,0.807,58076,986,Southwest
48481,TX,Wharton County,41556,0.488,6502,193,Southwest
48483,TX,Wheeler County,5056,0.378,863,15,Southwest
48485,TX,Wichita County,132230,0.43,23104,545,Southwest
48487,TX,Wilbarger County,12769,0.488,2591,72,Southwest
48489,TX,Willacy County,21358,0.62,5003,114,Southwest
48491,TX,Williamson County,590551,0.643,83809,752,Southwest
48493,TX,Wilson County,51070,0.492,7555,144,Southwest
48495,TX,Winkler County,8010,0.36,1395,32,Southwest
48497,TX,Wise County,69984,0.37,12060,213,Southwest
48499,TX,Wood County,45539,0.416,7016,241,Southwest
48501,TX,Yoakum County,8713,0.379,1381,35,Southwest
48503,TX,Young County,18010,0.399,3101,74,Southwest
48505,TX,Zapata County,14179,0.575,2289,46,Southwest
48507,TX,Zavala County,11840,0.487,2549,56,Southwest
49001,UT,Beaver County,6710,0.441,1243,14,Rocky Mountain
49003,UT,Box Elder County,56046,0.48,10393,99,Rocky Mountain
49005,UT,Cache County,128289,0.535,25185,84,Rocky Mountain
49007,UT,Carbon County,20463,0.457,3749,41,Rocky Mountain
49009,UT,Daggett County,950,0.621,123,0,Rocky Mountain
49011,UT,Davis County,355481,0.618,65556,311,Rocky Mountain
49013,UT,Duchesne County,19938,0.411,3237,21,Rocky Mountain
49015,UT,Emery County,10012,0.43,1761,25,Rocky Mountain
49017,UT,Garfield County,5051,0.538,742,12,Rocky Mountain
49019,UT,Grand County,9754,0.637,1707,6,Rocky Mountain
49021,UT,Iron County,54839,0.424,10496,73,Rocky Mountain
49023,UT,Juab County,12017,0.349,2206,20,Rocky Mountain
49025,UT,Kane County,7886,0.477,1034,12,Rocky Mountain
49027,UT,Millard County,13188,0.42,2459,31,Rocky Mountain
49029,UT,Morgan County,12124,0.494,2104,13,Rocky Mountain
49031,UT,Piute County,1479,0.374,214,2,Rocky Mountain
49033,UT,Rich County,2483,0.479,282,0,Rocky Mountain
49035,UT,Salt Lake County,1160437,0.645,226602,1315,Rocky Mountain
49037,UT,San Juan County,15308,0.583,2863,45,Rocky Mountain
49039,UT,Sanpete County,30939,0.383,5986,44,Rocky Mountain
49041,UT,Sevier County,21620,0.412,4172,20,Rocky Mountain
49043,UT,Summit County,42145,0.83,8553,19,Rocky Mountain
49045,UT,Tooele County,72259,0.545,14270,83,Rocky Mountain
49047,UT,Uintah County,35734,0.39,5721,55,Rocky Mountain
49049,UT,Utah County,636235,0.515,144502,656,Rocky Mountain
49051,UT,Wasatch County,34091,0.562,7186,31,Rocky Mountain
49053,UT,Washington County,177556,0.485,32888,350,Rocky Mountain
49055,UT,Wayne County,2711,0.529,304,0,Rocky Mountain
49057,UT,Weber County,260213,0.558,49509,352,Rocky Mountain
50001,VT,Addison County,36777,0.795,2548,10,New England
50003,VT,Bennington County,35470,0.734,5524,45,New England
50005,VT,Caledonia County,29993,0.686,3221,21,New England
50007,VT,Chittenden County,163774,0.811,16325,138,New England
50009,VT,Essex County,6163,0.554,874,3,New England
50011,VT,Franklin County,49402,0.687,5342,56,New England
50013,VT,Grand Isle County,7235,0.811,553,3,New England
50015,VT,Lamoille County,25362,0.778,2150,11,New England
50017,VT,Orange County,28892,0.696,2132,9,New England
50019,VT,Orleans County,27037,0.676,3859,29,New England
50021,VT,Rutland County,58191,0.755,7215,40,New England
50023,VT,Washington County,58409,0.801,5235,32,New England
50025,VT,Windham County,42222,0.727,3735,30,New England
50027,VT,Windsor County,55062,0.717,5021,44,New England
51001,VA,Accomack County,32316,0.634,4545,83,Southeast
51003,VA,Albemarle County,109330,0.761,9744,117,Southeast
51005,VA,Alleghany County,14860,0.52,2512,87,Southeast
51007,VA,Amelia County,13145,0.503,1743,44,Southeast
51009,VA,Amherst County,31605,0.508,4894,63,Southeast
51011,VA,Appomattox County,15911,0.48,2727,38,Southeast
51013,VA,Arlington County,236842,0.816,26170,283,Southeast
51015,VA,Augusta County,75558,0.558,12068,142,Southeast
51017,VA,Bath County,4147,0.524,582,15,Southeast
51019,VA,Bedford County,78997,0.52,11447,176,Southeast
51021,VA,Bland County,6280,0.47,1185,18,Southeast
51023,VA,Botetourt County,33419,0.602,4825,66,Southeast
51025,VA,Brunswick County,16231,0.554,1930,36,Southeast
51027,VA,Buchanan County,21004,0.475,3110,87,Southeast
51029,VA,Buckingham County,17148,0.518,2882,41,Southeast
51031,VA,Campbell County,54885,0.493,8364,157,Southeast
51033,VA,Caroline County,30725,0.572,4847,58,Southeast
51035,VA,Carroll County,29791,0.394,4745,113,Southeast
51036,VA,Charles City County,6963,1.304,829,22,Southeast
51037,VA,Charlotte County,11880,0.514,1535,30,Southeast
51041,VA,Chesterfield County,352802,0.664,48029,607,Southeast
51043,VA,Clarke County,14619,0.633,1827,33,Southeast
51045,VA,Craig County,5131,0.438,761,11,Southeast
51047,VA,Culpeper County,52605,0.613,8139,95,Southeast
51049,VA,Cumberland County,9932,0.484,850,19,Southeast
51051,VA,Dickenson County,14318,0.472,2222,38,Southeast
51053,VA,Dinwiddie County,28544,0.644,3735,62,Southeast
51057,VA,Essex County,10953,0.595,1498,21,Southeast
51059,VA,Fairfax County,1147532,0.762,116752,1210,Southeast
51061,VA,Fauquier County,71222,0.709,9137,95,Southeast
51063,VA,Floyd County,15749,0.495,1790,33,Southeast
51065,VA,Fluvanna County,27270,0.659,3328,32,Southeast
51067,VA,Franklin County,56042,0.483,7387,129,Southeast
51069,VA,Frederick County,89313,0.552,14580,184,Southeast
51071,VA,Giles County,16720,0.524,2612,38,Southeast
51073,VA,Gloucester County,37348,0.638,4493,83,Southeast
51075,VA,Goochland County,23753,0.73,2569,35,Southeast
51077,VA,Grayson County,15550,0.439,2612,62,Southeast
51079,VA,Greene County,19819,0.631,2647,47,Southeast
51081,VA,Greensville County,11336,0.471,2076,30,Southeast
51083,VA,Halifax County,33911,0.532,4569,127,Southeast
51085,VA,Hanover County,107766,0.678,14552,208,Southeast
51087,VA,Henrico County,330818,0.668,42631,749,Southeast
51089,VA,Henry County,50557,0.483,7733,211,Southeast
51091,VA,Highland County,2190,0.558,234,4,Southeast
51093,VA,Isle of Wight County,37109,0.683,5097,93,Southeast
51095,VA,James City County,76523,0.731,8583,100,Southeast
51097,VA,King and Queen County,7025,0.575,755,9,Southeast
51099,VA,King George County,26836,0.621,3348,27,Southeast
51101,VA,King William County,17148,0.558,2491,27,Southeast
51103,VA,Lancaster County,10603,0.688,1195,24,Southeast
51105,VA,Lee County,23423,0.469,4146,67,Southeast
51107,VA,Loudoun County,413538,0.721,44607,314,Southeast
51109,VA,Louisa County,37591,0.558,4209,54,Southeast
51111,VA,Lunenburg County,12196,0.514,1311,23,Southeast
51113,VA,Madison County,13261,0.558,1355,25,Southeast
51115,VA,Mathews County,8834,0.629,1014,24,Southeast
51117,VA,Mecklenburg County,30587,0.534,3827,98,Southeast
51119,VA,Middlesex County,10582,0.653,1132,34,Southeast
51121,VA,Montgomery County,98535,0.518,13097,120,Southeast
51125,VA,Nelson County,14930,0.665,1726,24,Southeast
51127,VA,New Kent County,23091,0.608,2956,28,Southeast
51131,VA,Northampton County,11710,0.739,1263,49,Southeast
51133,VA,Northumberland County,12095,0.649,1400,39,Southeast
51135,VA,Nottoway County,15232,0.54,2871,71,Southeast
51137,VA,Orange County,37051,0.567,4698,69,Southeast
51139,VA,Page County,23902,0.467,4149,92,Southeast
51141,VA,Patrick County,17608,0.408,2553,72,Southeast
51143,VA,Pittsylvania County,60354,0.484,9155,141,Southeast
51145,VA,Powhatan County,29652,0.554,3384,31,Southeast
51147,VA,Prince Edward County,22802,0.444,3223,54,Southeast
51149,VA,Prince George County,38353,0.833,5740,52,Southeast
51153,VA,Prince William County,470335,0.726,67877,616,Southeast
51155,VA,Pulaski County,34027,0.506,4834,105,Southeast
51157,VA,Rappahannock County,7370,0.577,729,7,Southeast
51159,VA,Richmond County,9023,0.559,1833,17,Southeast
51161,VA,Roanoke County,94186,0.658,14245,195,Southeast
51163,VA,Rockbridge County,22573,0.566,2439,69,Southeast
51165,VA,Rockingham County,81948,0.53,10750,181,Southeast
51167,VA,Russell County,26586,0.486,4641,77,Southeast
51169,VA,Scott County,21566,0.47,3774,92,Southeast
51171,VA,Shenandoah County,43616,0.529,7920,187,Southeast
51173,VA,Smyth County,30104,0.503,5658,139,Southeast
51175,VA,Southampton County,17631,0.504,2559,74,Southeast
51177,VA,Spotsylvania County,136215,0.561,18742,184,Southeast
51179,VA,Stafford County,152882,0.612,20210,116,Southeast
51181,VA,Surry County,6422,0.599,728,13,Southeast
51183,VA,Sussex County,11159,0.481,1684,31,Southeast
51185,VA,Tazewell County,40595,0.424,6903,121,Southeast
51187,VA,Warren County,40164,0.479,6334,107,Southeast
51191,VA,Washington County,53740,0.527,9130,178,Southeast
51193,VA,Westmoreland County,18015,0.594,2232,39,Southeast
51195,VA,Wise County,37383,0.453,6584,146,Southeast
51197,VA,Wythe County,28684,0.434,5178,119,Southeast
51199,VA,York County,68280,0.792,6483,87,Southeast
51510,VA,Alexandria city,159428,0.707,18779,161,Southeast
51520,VA,Bristol city,16762,0.51,2718,58,Southeast
51530,VA,Buena Vista city,6478,0.534,1511,34,Southeast
51540,VA,Charlottesville city,47266,0.638,6225,64,Southeast
51550,VA,Chesapeake city,244835,0.732,33380,381,Southeast
51570,VA,Colonial Heights city,17370,0.547,3095,71,Southeast
51580,VA,Covington city,5538,0.464,818,19,Southeast
51590,VA,Danville city,40044,0.507,7029,211,Southeast
51595,VA,Emporia city,5346,0.461,887,46,Southeast
51600,VA,Fairfax city,24019,0.917,1329,36,Southeast
51610,VA,Falls Church city,14617,0.738,984,14,Southeast
51620,VA,Franklin city,7967,0.605,1784,44,Southeast
51630,VA,Fredericksburg city,29036,0.544,3691,27,Southeast
51640,VA,Galax city,6347,0.538,1758,69,Southeast
51650,VA,Hampton city,134510,0.798,17525,256,Southeast
51660,VA,Harrisonburg city,53016,0.52,9119,116,Southeast
51670,VA,Hopewell city,22529,0.501,4160,97,Southeast
51678,VA,Lexington city,7446,0.536,1739,38,Southeast
51680,VA,Lynchburg city,82168,0.446,13205,216,Southeast
51683,VA,Manassas city,41085,,6346,57,Southeast
51685,VA,Manassas Park city,17478,,1319,16,Southeast
51690,VA,Martinsville city,12554,0.548,2391,100,Southeast
51700,VA,Newport News city,179225,0.641,23673,320,Southeast
51710,VA,Norfolk city,242742,0.951,27953,370,Southeast
51720,VA,Norton city,3981,0.489,768,20,Southeast
51730,VA,Petersburg city,31346,0.546,5737,109,Southeast
51735,VA,Poquoson city,12271,0.632,1514,23,Southeast
51740,VA,Portsmouth city,94398,0.607,14523,256,Southeast
51750,VA,Radford city,18249,0.462,3306,39,Southeast
51760,VA,Richmond city,230436,0.549,29694,390,Southeast
51770,VA,Roanoke city,99143,0.55,14290,272,Southeast
51775,VA,Salem city,25301,0.688,4396,83,Southeast
51790,VA,Staunton city,24932,0.636,3957,87,Southeast
51800,VA,Suffolk city,92108,0.602,12561,260,Southeast
51810,VA,Virginia Beach city,449974,0.743,58611,603,Southeast
51820,VA,Waynesboro city,22630,0.595,4094,54,Southeast
51830,VA,Williamsburg city,14954,0.515,1343,13,Southeast
51840,VA,Winchester city,28078,0.575,4406,58,Southeast
53001,WA,Adams County,19983,0.552,3422,35,Far west
53003,WA,Asotin County,22582,0.396,3185,52,Far west
53005,WA,Benton County,204390,0.537,33325,398,Far west
53007,WA,Chelan County,77200,0.674,12966,135,Far west
53009,WA,Clallam County,77331,0.656,6130,83,Far west
53011,WA,Clark County,488241,0.611,49421,601,Far west
53013,WA,Columbia County,3985,0.449,422,9,Far west
53015,WA,Cowlitz County,110593,0.559,15196,282,Far west
53017,WA,Douglas County,43429,0.587,6933,54,Far west
53019,WA,Ferry County,7627,0.53,928,18,Far west
53021,WA,Franklin County,95222,0.488,21189,184,Far west
53023,WA,Garfield County,2225,0.379,275,7,Far west
53025,WA,Grant County,97733,0.536,18855,211,Far west
53027,WA,Grays Harbor County,75061,0.56,10285,155,Far west
53029,WA,Island County,85141,0.631,4930,56,Far west
53031,WA,Jefferson County,32221,0.743,1447,21,Far west
53033,WA,King County,2252782,0.771,200875,2164,Far west
53035,WA,Kitsap County,271473,0.629,20051,264,Far west
53037,WA,Kittitas County,47935,0.516,5543,56,Far west
53039,WA,Klickitat County,22425,0.459,2358,34,Far west
53041,WA,Lewis County,80707,0.487,11754,188,Far west
53043,WA,Lincoln County,10939,0.512,1539,26,Far west
53045,WA,Mason County,66768,0.571,6968,93,Far west
53047,WA,Okanogan County,42243,0.651,5767,106,Far west
53049,WA,Pacific County,22471,0.532,2042,39,Far west
53051,WA,Pend Oreille County,13724,0.381,1734,26,Far west
53053,WA,Pierce County,904980,0.605,111273,1011,Far west
53055,WA,San Juan County,17582,0.778,494,0,Far west
53057,WA,Skagit County,129205,0.638,13991,152,Far west
53059,WA,Skamania County,12083,0.37,922,9,Far west
53061,WA,Snohomish County,822083,0.664,80290,841,Far west
53063,WA,Spokane County,522798,0.578,81271,1152,Far west
53065,WA,Stevens County,45723,0.375,5653,114,Far west
53067,WA,Thurston County,290536,0.63,26379,269,Far west
53069,WA,Wahkiakum County,4488,0.477,315,5,Far west
53071,WA,Walla Walla County,60760,0.609,9753,114,Far west
53073,WA,Whatcom County,229247,0.683,20313,201,Far west
53075,WA,Whitman County,50104,0.446,6260,83,Far west
53077,WA,Yakima County,250873,0.581,48370,656,Far west
54001,WV,Barbour County,16441,0.434,3257,56,Southeast
54003,WV,Berkeley County,119171,0.398,24218,215,Southeast
54005,WV,Boone County,21457,0.456,4291,62,Southeast
54007,WV,Braxton County,13957,0.442,2697,31,Southeast
54009,WV,Brooke County,21939,0.421,3671,86,Southeast
54011,WV,Cabell County,91945,0.516,17685,299,Southeast
54013,WV,Calhoun County,7109,0.367,1219,9,Southeast
54015,WV,Clay County,8508,0.428,1640,26,Southeast
54017,WV,Doddridge County,8448,0.531,1551,13,Southeast
54019,WV,Fayette County,42406,0.511,7687,151,Southeast
54021,WV,Gilmer County,7823,0.348,1601,15,Southeast
54023,WV,Grant County,11568,0.384,2705,46,Southeast
54025,WV,Greenbrier County,34662,0.479,5828,119,Southeast
54027,WV,Hampshire County,23175,0.358,4124,58,Southeast
54029,WV,Hancock County,28810,0.537,5008,124,Southeast
54031,WV,Hardy County,13776,0.453,2966,40,Southeast
54033,WV,Harrison County,67256,0.457,13475,202,Southeast
54035,WV,Jackson County,28576,0.473,4584,109,Southeast
54037,WV,Jefferson County,57146,0.487,9170,97,Southeast
54039,WV,Kanawha County,178124,0.579,29101,573,Southeast
54041,WV,Lewis County,15907,0.523,3646,65,Southeast
54043,WV,Lincoln County,20409,0.462,3508,57,Southeast
54045,WV,Logan County,32019,0.512,6279,154,Southeast
54047,WV,McDowell County,17624,0.379,3507,56,Southeast
54049,WV,Marion County,56072,0.51,9876,140,Southeast
