INSTNM,STABBR,PREDDEG,HIGHDEG,CCBASIC,CCUGPROF,CCSIZSET,RELAFFIL,SAT_AVG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,COSTT4_A,AVGFACSAL,PFTFAC
Hartford Seminary,CT,4,4,24,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8112,0.5
University of Hartford,CT,3,4,17,12,14,NULL,1160,0.5406,0.1533,0.1358,0.0377,0.0029,0.0006,53430,7811,0.4063
Holy Apostles College and Seminary,CT,3,4,24,5,6,30,NULL,0.4453,0.0073,0.1387,0.0511,0,0,12417,3736,0.5357
Mitchell College,CT,3,3,22,13,8,NULL,NULL,0.517,0.1514,0.1548,0.0204,0.0102,0.0034,47349,6977,1
University of New Haven,CT,3,4,18,12,14,NULL,1129,0.6225,0.119,0.1234,0.0329,0.0036,0.0008,54609,10566,0.4041
Paier College of Art Inc,CT,3,3,30,7,6,NULL,NULL,0.6056,0.1268,0.1268,0.0704,0,0,21570,3567,0.2593
Post University,CT,3,4,18,5,12,NULL,NULL,0.3811,0.2613,0.0847,0.0078,0.0081,0.0027,28866,6194,0.098
Quinnipiac University,CT,3,4,17,14,14,NULL,1190,0.7676,0.04,0.0874,0.0345,0.0014,0.0003,63157,11079,0.3532
Sacred Heart University,CT,3,4,17,12,14,30,NULL,0.722,0.0498,0.1178,0.0207,0.0015,0.0007,57542,9123,0.3323
University of Saint Joseph,CT,3,4,17,13,11,30,1120,0.5688,0.1399,0.1561,0.059,0.0035,0,48533,8620,0.9658
Southern Connecticut State University,CT,3,4,18,11,13,NULL,1027,0.5555,0.1905,0.1037,0.0303,0.0028,0.0008,23211,8848,0.481
Trinity College,CT,3,4,21,14,11,NULL,1386,0.6323,0.062,0.086,0.037,0.0009,0,71470,10633,0.7451
United States Coast Guard Academy,CT,3,3,22,14,11,NULL,1331,0.6312,0.0579,0.1008,0.0682,0.0019,0.0037,NULL,10545,0.8779
Wesleyan University,CT,3,4,21,14,14,NULL,NULL,0.5363,0.0592,0.116,0.0732,0.0003,0.0003,69905,12420,0.8747
Western Connecticut State University,CT,3,4,19,13,13,NULL,NULL,0.6008,0.0981,0.1948,0.0437,0.0016,0.0006,25198,8937,1
Yale University,CT,3,4,15,14,17,NULL,1517,0.4231,0.0753,0.1338,0.1882,0.0047,0.0007,71290,19093,0.7381
Delaware State University,DE,3,4,16,10,14,NULL,938,0.0832,0.7392,0.0694,0.0052,0.0026,0.0016,22627,8272,0.6547
University of Delaware,DE,3,4,15,14,16,NULL,1267,0.7081,0.0565,0.0827,0.0519,0.0013,0.0007,25584,12904,0.9838
Goldey-Beacom College,DE,3,4,29,15,10,NULL,NULL,0.4712,0.2534,0.0726,0.0315,0.0055,0,37069,7984,0.2874
Wesley College,DE,3,4,22,10,11,71,925,0.3801,0.4316,0.0739,0.012,0.0026,0.0026,40607,5449,0.3679
Wilmington University,DE,3,4,17,5,12,NULL,NULL,0.5134,0.2601,0.0812,0.0216,0.0133,0.0019,17835,7368,0.0548
American University,DC,3,4,16,14,17,71,1320,0.5609,0.0717,0.1332,0.0697,0.0011,0.0008,64040,12045,0.5639
The Catholic University of America,DC,3,4,16,10,14,30,NULL,0.65,0.0443,0.1375,0.0401,0.0018,0.0006,61627,9748,0.5177
University of the District of Columbia,DC,3,4,19,5,9,NULL,NULL,0.0424,0.6042,0.1307,0.0189,0.0025,0.0025,22928,8428,0.3212
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,DC,4,4,24,0,18,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4057,0.8846
Gallaudet University,DC,3,4,16,11,11,NULL,955,0.5072,0.1565,0.1241,0.0432,0.0072,0.0054,37188,10333,1
George Washington University,DC,3,4,15,15,17,NULL,1380,0.5072,0.0714,0.1034,0.1081,0.0007,0.0011,69204,14659,0.5139
Georgetown University,DC,3,4,15,14,17,30,1456,0.5201,0.0674,0.1027,0.0987,0.0001,0.0004,71580,15382,0.4805
Howard University,DC,3,4,16,14,14,NULL,1210,0.0222,0.8863,0.0092,0.0141,0.0013,0.0052,43201,9521,0.7766
Strayer University-District of Columbia,DC,3,4,19,5,6,NULL,NULL,0.0292,0.7897,0.0822,0.0167,0.0097,0,NULL,8180,0.2
Trinity Washington University,DC,3,4,19,7,9,30,NULL,0.0176,0.5733,0.2808,0.0147,0.0022,0,31628,7156,0.2701
Wesley Theological Seminary,DC,4,4,24,0,18,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8714,0.8846
The Baptist College of Florida,FL,3,4,24,6,7,75,972,0.7781,0.0947,0.0207,0.0059,0.0059,0.003,17812,4740,1
Barry University,FL,3,4,17,11,13,30,1006,0.1746,0.3293,0.3432,0.0095,0.003,0.0015,43524,8151,0.3209
Bethune-Cookman University,FL,3,4,21,10,14,71,NULL,0.0099,0.8044,0.0326,0.0006,0.0019,0.0003,27817,6523,0.7184
Lynn University,FL,3,4,18,11,11,NULL,1086,0.4672,0.1094,0.1604,0.0123,0.0018,0.0014,55100,5486,0.7083
University of Central Florida,FL,3,4,15,9,15,NULL,1261,0.4757,0.1115,0.2762,0.0628,0.0016,0.0017,21034,10506,0.9892
Eckerd College,FL,3,3,21,14,11,66,1205,0.7796,0.0297,0.083,0.0252,0.004,0.002,59005,7937,0.8358
Edward Waters College,FL,3,3,22,10,11,51,931,0.0403,0.8657,0.03,0.001,0.001,0.001,24933,5160,1
Embry-Riddle Aeronautical University-Daytona Beach,FL,3,4,19,14,13,NULL,NULL,0.56,0.0527,0.1423,0.0468,0.0024,0.002,51728,9664,0.8723
Florida Agricultural and Mechanical University,FL,3,4,16,13,13,NULL,1097,0.032,0.8837,0.0362,0.0051,0.0001,0,22716,8011,0.9927
Florida Atlantic University,FL,3,4,16,9,15,NULL,1159,0.404,0.1985,0.276,0.0405,0.0016,0.0012,19559,9178,0.699
Flagler College-St Augustine,FL,3,4,22,12,10,NULL,1134,0.7505,0.0379,0.085,0.0089,0.0027,0.0004,33047,7534,0.5213
AdventHealth University,FL,3,4,26,5,9,95,1016,0.3593,0.1852,0.319,0.0506,0.0017,0.006,24338,7751,0.9612
Florida Institute of Technology,FL,3,4,16,15,14,NULL,1264,0.4943,0.0601,0.0926,0.024,0.0021,0.0029,58508,9694,0.9407
Florida International University,FL,3,4,15,9,15,NULL,1185,0.0865,0.1195,0.67,0.0242,0.0005,0.0008,19434,10514,0.981
Florida Memorial University,FL,3,4,22,14,11,54,NULL,0.0072,0.667,0.0797,0,0,0.0009,26552,7365,0.7143
Florida Southern College,FL,3,4,19,14,11,71,1230,0.7127,0.0641,0.1223,0.0334,0.0113,0.0008,49296,8394,0.988
Florida State University,FL,3,4,15,15,15,NULL,1289,0.6038,0.0862,0.2127,0.0249,0.002,0.0013,21623,11108,0.8553
University of Florida,FL,3,4,15,15,16,NULL,1362,0.5323,0.0635,0.2211,0.0857,0.0018,0.004,21034,11608,0.8692
Full Sail University,FL,3,4,18,11,15,NULL,NULL,0.385,0.2575,0.1717,0.0238,0.0069,0.0037,33965,4546,0.9697
Hobe Sound Bible College,FL,3,3,24,5,6,89,NULL,0.65,0.0864,0.1,0,0,0.0091,14314,1615,0.7059
AI Miami International University of Art and Design,FL,3,4,30,7,9,NULL,NULL,0.1783,0.1233,0.3674,0.0109,0.0047,0.0054,25650,5194,0.1053
Jacksonville University,FL,3,4,18,9,13,NULL,1185,0.53,0.2072,0.1233,0.0268,0.0032,0.0042,52073,7617,0.615
Luther Rice College & Seminary,GA,3,4,24,5,6,54,NULL,0.5085,0.4266,0.0205,0.0102,0.0034,0,8720,5533,0.5152
University of Miami,FL,3,4,15,15,16,NULL,1365,0.4214,0.0844,0.2233,0.0494,0.0014,0.0004,65298,12367,0.7906
University of North Florida,FL,3,4,17,9,16,NULL,1195,0.6548,0.0905,0.1295,0.0512,0.0017,0.0011,19691,8145,0.9603
Nova Southeastern University,FL,3,4,16,9,16,NULL,1196,0.2848,0.1402,0.3379,0.1026,0.0027,0.001,47432,10230,0.3899
Palm Beach Atlantic University,FL,3,4,17,13,14,42,1126,0.6308,0.0879,0.1588,0.0213,0.0017,0.0029,45037,7612,1
Saint Vincent de Paul Regional Seminary,FL,4,4,24,0,18,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5757,0.7857
Ringling College of Art and Design,FL,3,3,30,12,11,NULL,NULL,0.467,0.034,0.1636,0.0898,0.0026,0.0019,64554,8558,0.6705
Rollins College,FL,3,4,18,12,11,NULL,NULL,0.5476,0.0498,0.2011,0.0331,0.0019,0,65487,8126,1
Saint Leo University,FL,3,4,18,7,15,30,1079,0.3311,0.3134,0.1376,0.0144,0.0045,0.0022,36961,8070,0.2348
St. John Vianney College Seminary,FL,3,4,24,11,8,30,NULL,0.3333,0.0476,0.2619,0,0,0.0238,37200,3331,0.6429
University of South Florida-Main Campus,FL,3,4,15,9,15,NULL,1265,0.4709,0.1009,0.2127,0.0706,0.0017,0.0016,20456,10168,0.7689
St. Thomas University,FL,3,4,18,11,10,30,1031,0.071,0.2819,0.4249,0.0122,0,0.001,41512,10159,1
Stetson University,FL,3,4,18,12,14,NULL,NULL,0.5996,0.0813,0.1738,0.025,0.0013,0.0006,59208,10053,0.6908
Southeastern University,FL,3,4,19,11,13,27,1069,0.5862,0.1395,0.2131,0.0142,0.0052,0.005,35800,8105,1
Talmudic College of Florida,FL,3,4,24,10,8,80,NULL,0.8095,0,0,0,0,0,26650,5600,1
The University of Tampa,FL,3,4,18,15,14,NULL,1182,0.6184,0.0473,0.1318,0.0183,0.0011,0.0017,43178,8978,1
Trinity Baptist College,FL,3,4,22,11,7,54,945,0.5652,0.2329,0.1211,0.0186,0,0,21721,3594,1
Trinity College of Florida,FL,3,3,24,11,7,42,973,0.4378,0.2438,0.1692,0.0149,0.005,0,24745,4248,0.5517
Warner University,FL,3,4,22,11,10,57,996,0.4408,0.365,0.1205,0.0045,0.0033,0.0022,34001,5268,0.2741
Webber International University,FL,3,4,22,11,8,NULL,981,0.3393,0.3214,0.1289,0.0033,0.0082,0.0082,39973,4585,0.5676
The University of West Florida,FL,3,4,18,9,12,NULL,1189,0.6515,0.119,0.0959,0.0309,0.0061,0.0026,16595,8521,1
Agnes Scott College,GA,3,3,21,12,8,66,NULL,0.3271,0.3157,0.1284,0.0745,0.0021,0.001,52309,9183,0.649
The Art Institute of Atlanta,GA,3,3,30,7,9,NULL,NULL,0.1059,0.5803,0.1292,0.0088,0.0136,0.0104,28731,5148,0.1111
Point University,GA,3,3,22,11,10,48,998,0.4509,0.3178,0.0525,0.0078,0.0049,0.001,32000,6194,0.2
Atlanta's John Marshall Law School,GA,4,4,31,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8393,0.64
Clark Atlanta University,GA,3,4,16,10,14,71,1032,0.0009,0.888,0.0018,0.0006,0.0018,0,37382,7467,0.6149
Berry College,GA,3,4,20,14,11,NULL,1232,0.7888,0.0559,0.0695,0.0188,0.0037,0.0005,49969,8364,0.8086
Beulah Heights University,GA,3,4,24,5,6,42,NULL,0.0147,0.7537,0.0404,0.0993,0,0,14464,4424,0.1143
Brenau University,GA,3,4,18,7,10,NULL,1031,0.4805,0.2932,0.1013,0.0166,0.0041,0.0012,42912,7267,0.5267
Brewton-Parker College,GA,3,3,21,11,8,54,953,0.4727,0.3319,0.0609,0.0084,0.0063,0.0126,32794,4805,1
Clayton  State University,GA,3,4,19,9,12,NULL,NULL,0.1462,0.6581,0.0682,0.0542,0.0016,0.0009,17697,6625,0.663
Columbia Theological Seminary,GA,4,4,24,0,18,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7233,1
Columbus State University,GA,3,4,18,7,12,NULL,1019,0.485,0.3894,0.0658,0.0239,0.0032,0.0019,18666,6777,0.6205
Covenant College,GA,3,4,21,14,11,97,1251,0.8352,0.0319,0.0247,0.0124,0.0031,0,45626,7233,0.9474
Dalton State College,GA,3,3,22,7,12,NULL,NULL,0.5977,0.0424,0.2893,0.0157,0.0053,0.0017,11875,5622,0.6905
South University-Savannah,GA,3,4,26,11,9,NULL,NULL,0.4448,0.4282,0.0608,0.0221,0.0083,0,28451,8917,0.4274
Emmanuel College,GA,3,3,22,10,8,47,1033,0.632,0.1574,0.0723,0.0038,0.0038,0.0089,30055,4977,0.6282
Emory University,GA,3,4,15,15,17,71,1449,0.396,0.0786,0.1016,0.2087,0.001,0.0004,66950,14486,0.7804
Fort Valley State University,GA,3,4,19,11,11,NULL,962,0.03,0.9196,0.018,0.0026,0.0009,0,20811,5944,0.7815
Georgia Institute of Technology-Main Campus,GA,3,4,15,14,17,NULL,1465,0.4804,0.0697,0.0724,0.215,0.0003,0.0003,28501,12727,0.8955
Georgia Southwestern State University,GA,3,4,19,9,10,NULL,1037,0.6195,0.2649,0.0533,0.0112,0.0022,0.0009,19512,6075,0.7318
Georgia College & State University,GA,3,4,18,14,13,NULL,1207,0.8387,0.0511,0.0578,0.0113,0.0012,0.0003,28027,6990,0.825
Georgia Southern University,GA,3,4,16,15,16,NULL,1139,0.5944,0.2534,0.0676,0.0223,0.0037,0.0013,21884,6684,0.8179
Georgia State University,GA,3,4,15,9,15,NULL,1160,0.2272,0.4152,0.1158,0.1417,0.0009,0.0005,23951,8780,0.7421
University of Georgia,GA,3,4,15,15,16,NULL,1345,0.6901,0.077,0.0632,0.1037,0.0008,0.0007,26252,11177,0.9056
Interdenominational Theological Center,GA,4,4,24,0,18,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5710,0.375
LaGrange College,GA,3,4,22,13,8,71,1100,0.7401,0.1981,0.0128,0.0117,0.0058,0,43020,6525,1
Life University,GA,3,4,26,11,11,NULL,979,0.375,0.2477,0.2331,0.0259,0.0113,0,35561,6860,0.6275
Mercer University,GA,3,4,16,15,13,NULL,1279,0.4758,0.2821,0.0598,0.0749,0.0017,0.0008,50850,8639,0.959
Morehouse College,GA,3,3,21,10,11,NULL,1120,0.0032,0.9433,0.0045,0,0.0023,0,48350,6037,0.9747
Morehouse School of Medicine,GA,4,4,25,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Oglethorpe University,GA,3,3,21,14,11,NULL,1202,0.4061,0.2442,0.1128,0.0532,0.0081,0.0008,51507,6935,1
Paine College,GA,3,3,22,11,8,71,887,0.0044,0.9161,0.0221,0.0022,0.0022,0,24745,4738,0.7708
Piedmont College,GA,3,4,18,11,11,76,1093,0.6927,0.1044,0.0633,0.0107,0.0041,0.0008,37806,6897,0.3742
Reinhardt University,GA,3,4,20,11,11,71,1079,0.633,0.1761,0.0849,0.0105,0.0042,0.0007,36125,6149,0.503
Savannah College of Art and Design,GA,3,4,30,13,16,NULL,1157,0.5441,0.1063,0.0745,0.0598,0.0055,0.0049,55793,9165,0.8089
Savannah State University,GA,3,4,20,11,14,NULL,1251,0.0355,0.814,0.0871,0.0005,0.0024,0.0003,16488,5947,0.9106
Shorter University,GA,3,4,20,11,11,54,1055,0.5987,0.251,0.0611,0.0083,0,0.0008,33682,4994,0.6642
Spelman College,GA,3,3,21,14,11,NULL,1165,0.0014,0.9709,0.0009,0.0005,0.0185,0,51537,8379,0.7052
Thomas University,GA,3,4,19,5,6,NULL,NULL,0.3318,0.1459,0.0445,0.0031,0.0031,0,27324,5347,0.4104
Toccoa Falls College,GA,3,3,22,11,11,34,1077,0.7557,0.0848,0.0475,0.06,0.0023,0.0011,35684,5605,0.3478
Truett McConnell University,GA,3,4,22,10,11,75,1033,0.7916,0.0807,0.053,0.0024,0.0036,0,31175,4120,1
Valdosta State University,GA,3,4,17,13,13,NULL,1076,0.4623,0.3892,0.0697,0.0136,0.0026,0.0012,20699,6651,0.748
Wesleyan College,GA,3,4,21,13,8,71,1030,0.4417,0.3393,0.0557,0.0162,0.0018,0,33765,6291,1
University of West Georgia,GA,3,4,17,11,16,NULL,1021,0.4573,0.3934,0.0771,0.0106,0.0014,0.0019,22518,6431,0.8094
Young Harris College,GA,3,3,21,12,11,71,1045,0.7,0.097,0.0394,0.0091,0.003,0.001,41901,6281,0.5391
Chaminade University of Honolulu,HI,3,4,18,13,9,30,1070,0.14,0.0487,0.0524,0.2973,0.0043,0.2246,36434,8316,1
University of Hawaii at Hilo,HI,3,4,17,11,13,NULL,1057,0.1895,0.0116,0.1589,0.1623,0.003,0.091,21860,9994,0.7147
University of Hawaii at Manoa,HI,3,4,15,13,16,NULL,1155,0.1669,0.0148,0.1159,0.3927,0.0013,0.0272,23948,12163,0.7707
Hawaii Pacific University,HI,3,4,18,9,12,NULL,1126,0.2509,0.0652,0.1636,0.1516,0.0041,0.0184,41216,8577,0.4624
University of Hawaii-West Oahu,HI,3,3,22,5,9,NULL,1008,0.0933,0.0201,0.1207,0.3766,0.0026,0.0485,15806,9619,0.5299
Boise Bible College,ID,3,3,24,11,8,88,1080,0.8545,0.0182,0.0455,0.0364,0.0091,0,24640,4794,0.8
Boise State University,ID,3,4,16,9,15,NULL,1140,0.7339,0.0168,0.1355,0.0235,0.0039,0.0052,19573,8091,0.5267
Idaho State University,ID,3,4,16,7,12,NULL,NULL,0.719,0.0128,0.1329,0.0138,0.0158,0.0032,19858,7391,0.939
University of Idaho,ID,3,4,16,13,13,NULL,1125,0.739,0.0118,0.1104,0.0142,0.0086,0.0036,20937,9346,0.8619
The College of Idaho,ID,3,4,21,12,8,NULL,NULL,0.5974,0.0202,0.1395,0.0234,0.0032,0.0096,42730,7029,0.6119
Lewis-Clark State College,ID,3,3,22,7,9,NULL,1009,0.7966,0.009,0.0764,0.0129,0.0215,0.0022,15993,6213,0.9898
Northwest Nazarene University,ID,3,4,18,13,11,59,1148,0.7823,0.0221,0.1033,0.0166,0.0032,0.0016,38842,6301,0.9918
Brigham Young University-Idaho,ID,3,3,22,5,15,94,1140,0.7247,0.0052,0.0343,0.01,0.0032,0.0055,12223,8587,NULL
Adler University,IL,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7812,0.9832
American Academy of Art,IL,3,3,30,6,6,NULL,NULL,0.438,0.1116,0.3554,0.0331,0.0041,0,39007,5182,0.9545
American Islamic College,IL,3,4,-2,-2,-2,NULL,NULL,0.2222,0.4444,0.1111,0.1111,0,0.1111,NULL,8091,NULL
School of the Art Institute of Chicago,IL,3,4,30,15,13,NULL,1226,0.3415,0.0356,0.1078,0.0992,0.0014,0.0007,63848,10597,0.25
Augustana College,IL,3,3,21,12,11,39,NULL,0.6975,0.0411,0.1008,0.0233,0,0.0016,52923,7741,0.7574
Aurora University,IL,3,4,17,13,12,NULL,1068,0.483,0.0733,0.3192,0.0236,0.0023,0.0013,34650,8071,0.3038
Bethany Theological Seminary,IN,4,4,24,0,18,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6031,0.7273
Blackburn College,IL,3,3,21,10,8,66,1050,0.7576,0.1212,0.0428,0.0107,0,0.0018,30605,6580,0.6032
Blessing Rieman College of Nursing and Health Sciences,IL,3,4,26,11,6,NULL,NULL,0.9323,0.0313,0.0156,0.0104,0.0052,0,NULL,6101,1
Bradley University,IL,3,4,18,14,13,NULL,1212,0.7273,0.0694,0.1037,0.0346,0.0002,0,46304,9039,0.5918
Catholic Theological Union at Chicago,IL,4,4,24,0,18,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5952,1
Midwestern University-Downers Grove,IL,4,4,25,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11402,0.987
Chicago State University,IL,3,4,18,7,9,NULL,972,0.0336,0.7386,0.0721,0.0049,0.0049,0.0005,20357,7661,0.9816
Chicago Theological Seminary,IL,4,4,24,0,18,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9030,0.9231
University of Chicago,IL,3,4,15,14,17,NULL,1520,0.393,0.0518,0.1368,0.1918,0.0011,0.0002,75735,18469,0.8323
Columbia College Chicago,IL,3,4,19,11,13,NULL,NULL,0.5323,0.1324,0.1633,0.0399,0.002,0.0012,42413,8478,0.3062
Concordia University-Chicago,IL,3,4,18,13,11,68,1102,0.4491,0.1265,0.3199,0.0219,0.0007,0.0021,40076,4038,0.6367
DePaul University,IL,3,4,16,13,15,30,NULL,0.5244,0.0786,0.1869,0.0984,0.0018,0.0015,54439,10916,0.49
East-West University,IL,3,3,21,10,6,NULL,NULL,0.0279,0.5076,0.1827,0.033,0.0051,0.0051,28640,6963,1
Eastern Illinois University,IL,3,4,18,13,14,NULL,1022,0.6124,0.2131,0.0842,0.0119,0.0028,0.0011,23259,8379,0.7903
Elmhurst College,IL,3,4,18,13,13,76,1113,0.6045,0.0468,0.2347,0.0522,0.0018,0.0004,46130,7950,0.4167
Eureka College,IL,3,3,22,13,8,61,1067,0.8205,0.0862,0.0269,0.0036,0.0054,0,35575,5679,0.6066
Garrett-Evangelical Theological Seminary,IL,4,4,24,0,18,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9763,1
Governors State University,IL,3,4,18,5,12,NULL,961,0.3054,0.3938,0.1488,0.0177,0.0006,0.0006,24307,7003,0.4535
Greenville University,IL,3,4,20,13,11,64,1057,0.6631,0.1535,0.064,0.0043,0,0,39165,5618,1
Hebrew Theological College,IL,3,3,24,11,8,80,1100,0.9425,0,0.0345,0.0115,0,0,33344,3307,0.4146
Rosalind Franklin University of Medicine and Science,IL,4,4,25,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10697,0.659
University of Illinois at Chicago,IL,3,4,15,13,15,NULL,1145,0.2832,0.0791,0.3403,0.212,0.0004,0.0006,25260,11151,0.7169
Benedictine University,IL,3,4,17,13,13,30,1110,0.4194,0.0858,0.175,0.1456,0.0067,0.0045,44385,8567,0.3514
Illinois College of Optometry,IL,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8779,0.5368
University of Illinois at Urbana-Champaign,IL,3,4,15,14,17,NULL,1338,0.4422,0.0604,0.1203,0.1895,0.0005,0.0008,30082,12525,0.7456
Illinois Wesleyan University,IL,3,3,21,14,11,NULL,1247,0.6957,0.0617,0.0943,0.0552,0,0,59482,8305,0.6119
Illinois College,IL,3,3,21,14,8,66,NULL,0.724,0.0989,0.0742,0.0051,0.0031,0.001,42221,7085,0.7576
Illinois Institute of Technology,IL,3,4,16,15,14,NULL,1318,0.3635,0.0516,0.1652,0.1508,0.0003,0,60112,12396,0.5936
Illinois State University,IL,3,4,16,13,16,NULL,1122,0.7313,0.0931,0.1106,0.0211,0.0011,0.001,28929,8268,0.7707
Institute for Clinical Social Work,IL,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The John Marshall Law School,IL,4,4,31,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14203,0.3636
Judson University,IL,3,4,20,7,10,54,1086,0.4775,0.1181,0.2102,0.021,0,0.003,40849,6413,0.285
Knox College,IL,3,3,21,12,11,NULL,NULL,0.4765,0.0827,0.148,0.0546,0,0.0023,56451,7477,0.9344
Lake Forest College,IL,3,4,21,14,11,NULL,NULL,0.575,0.0498,0.1432,0.0518,0.0027,0.0014,58232,8654,0.5824
Lake Forest Graduate School of Management,IL,4,4,29,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10725,0.0192
Lakeview College of Nursing,IL,3,3,26,11,6,NULL,NULL,0.7952,0.0964,0.0181,0.0783,0,0.006,NULL,5381,0.72
Lewis University,IL,3,4,18,13,13,30,1142,0.5902,0.0555,0.2075,0.0512,0.0009,0.0012,39946,9299,0.4046
Lincoln Christian University,IL,3,4,24,7,7,48,1113,0.8492,0.0678,0.0101,0.0075,0,0.0025,25766,5857,0.8095
Lincoln College,IL,3,3,23,7,7,NULL,809,0.4042,0.4396,0.075,0.0063,0.0031,0.001,30455,5200,0.3208
Loyola University Chicago,IL,3,4,16,14,16,30,1261,0.5479,0.0546,0.1648,0.1254,0.0014,0.0026,57297,10639,0.5096
Lutheran School of Theology at Chicago,IL,4,4,24,0,18,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5629,0.5714
Trinity College of Nursing & Health Sciences,IL,3,4,26,7,6,NULL,NULL,0.799,0.0335,0.0574,0.0335,0,0.0096,NULL,5874,0.9444
MacMurray College,IL,3,3,22,12,8,71,1024,0.7263,0.0876,0.0931,0.0036,0.0036,0.0055,36602,5923,0.6061
McCormick Theological Seminary,IL,4,4,24,0,18,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7416,0.2241
